early_stopping_rounds,eta,gamma,max_depth,n_iters,num_boost_round,index,test-auc-mean,test-auc-std,test-error-mean,test-error-std,test-logloss-mean,test-logloss-std,train-auc-mean,train-auc-std,train-error-mean,train-error-std,train-logloss-mean,train-logloss-std
10,0.09,0.1,5,10,10,9,0.64328375,0.007201515756248819,0.40337500000000004,0.0033085919966052164,0.6682852499999999,0.0012929809308338445,0.6738125,0.0028597091198232084,0.380899,0.002921457940823384,0.66090175,0.0006999472748000241
10,0.3,0.0,10,10,10,9,0.6903217500000001,0.001048854226048608,0.3686395,0.002087279269767218,0.63411025,0.0008522383396092711,0.8040094999999999,0.00487863533685394,0.28471325000000003,0.005638760119698305,0.57462225,0.0033514604559057764
10,0.2,0.1,5,157,1000,156,0.69393325,0.002817708055760921,0.36567375,0.0008543776609321984,0.63085875,0.002476873268356724,0.8097732500000001,0.002573257602242718,0.27407950000000003,0.002665079220210917,0.562935,0.001067033504628595
10,0.07,0.0,10,100,100,99,0.7069682500000001,0.0022711956515236707,0.355787,0.004568603615985967,0.62446875,0.0013291945634481116,0.838854,0.0031980501090508435,0.24905525,0.0023636090386313854,0.5511205,0.00329290483464069
10,0.09,0.1,5,396,1000,395,0.6963712500000001,0.004930331042384503,0.36560775,0.0028355773111484713,0.63042475,0.0030949400943313804,0.8124499999999999,0.001434075486158261,0.272146,0.0022150404059520074,0.56190875,0.0011399759591763205
10,0.2,0.1,10,100,100,99,0.708476,0.0026467904148232304,0.35684150000000003,0.0068914800478561845,0.620694,0.0015869240687569216,0.8807112500000001,0.0008147927267102759,0.208652,0.0009753143083129681,0.49914725,0.0018949856694708887
10,0.04,0.1,5,100,100,99,0.6675025000000001,0.001864759568952504,0.3874245,0.0037772879490449236,0.65233225,0.000640146614065873,0.7179057499999999,0.003609661298169146,0.35240324999999995,0.005282075178137863,0.63353775,0.0015159106792618211
10,0.08,0.0,5,342,1000,341,0.6959492500000001,0.0037398403959928877,0.3612575,0.004695592853942947,0.6315489999999999,0.0028124591552589496,0.7991167499999999,0.002204216002913475,0.28416374999999994,0.0006040816894261861,0.57364175,0.0018960711187874786
10,0.04,0.0,5,100,100,99,0.6667127500000001,0.0017441287760655763,0.38821524999999996,0.0030202992711815765,0.6524322499999999,0.0008295144287473348,0.71773225,0.0029275051131466496,0.35235975,0.0044699851999195775,0.6333365000000001,0.0014577524652697547
10,0.07,0.1,10,100,100,99,0.706856,0.0017585953201347904,0.35334825,0.0036740585443756756,0.62494825,0.0007892168190681344,0.83912675,0.0027078138206863443,0.24844,0.0018485969003544213,0.5512595,0.002743737277874828
10,0.07,0.1,10,274,2000,273,0.71161975,0.0029573698090533157,0.35209575,0.001497316829365126,0.6191265,0.0020067785752294746,0.879507,0.002849262887134137,0.209289,0.003473812243055172,0.50553225,0.0027351952741075016
10,0.06,0.0,10,272,1000,271,0.7105787499999999,0.004351339010867813,0.35295275,0.0029264327580691093,0.61973675,0.0022008240928115927,0.8718315,0.001635446957256666,0.2172645,0.0015822852934916653,0.51525075,0.0017803920038856746
10,0.2,0.0,5,154,500,153,0.6950862499999999,0.004676815763690071,0.36639875,0.004273058879479666,0.6307565,0.0033130687813566614,0.807115,0.0011355038529216785,0.27614449999999996,0.0007011670628316655,0.5649965000000001,0.0007134817797253199
10,0.09,0.1,10,10,10,9,0.679349,0.0031445141119098153,0.37529675,0.0030435041789851343,0.6517350000000001,0.0014642551007252942,0.769989,0.0032896901069857745,0.31129700000000005,0.004446612249791971,0.622905,0.0013158151465916352
10,0.07,0.0,10,197,2000,196,0.7115400000000001,0.002915161830842337,0.35203,0.002761315085244703,0.6197299999999999,0.001330210697596412,0.865719,0.0019337901902739814,0.22350399999999998,0.0015957219369301112,0.5226355,0.0026685383171316567
10,0.08,0.1,10,194,1000,193,0.7111857500000001,0.004535170910506022,0.35301875,0.00704213757942146,0.61950675,0.0027745811733485204,0.8701092500000001,0.001233184166091984,0.21994475,0.001775443377722875,0.51669825,0.0010560306281069457
10,0.2,0.0,5,100,100,99,0.691635,0.004526827421053289,0.36521225,0.003042425625631623,0.63415925,0.0022750325684482067,0.7860897499999999,0.0013864875360059894,0.29422625,0.0014547562295793672,0.5831505,0.000805274642590948
10,0.02,0.0,10,100,100,99,0.69287275,0.0024956020691408163,0.36613500000000004,0.005244082998961778,0.6377247500000001,0.0015521811065401007,0.7987012499999999,0.0029820523448624795,0.28669049999999996,0.0033343939854192364,0.591146,0.0012454471084714755
10,0.06,0.1,10,10,10,9,0.6719345000000001,0.00424521003602884,0.38083325,0.0005438255119980874,0.6604154999999999,0.0012666993526484552,0.7538670000000001,0.008376240743913702,0.3241715,0.008185516797979223,0.639911,0.0022547107353272635
10,0.04,0.1,10,327,500,326,0.71128025,0.00380471335155486,0.35334825000000003,0.0035731167329797735,0.6197815,0.0019172770404926032,0.8632960000000001,0.002578065456888164,0.22651375,0.0016411176641240627,0.5258925,0.0020832991263858244
10,0.07,0.1,5,100,100,99,0.67796375,0.0019739426758394,0.375099,0.006761363582887709,0.6457379999999999,0.0009697564127140513,0.73996625,0.002261981915820718,0.33588175000000003,0.001301995079675809,0.61962625,0.0015867150618494824
10,0.05,0.0,5,10,10,9,0.63617225,0.006571039886311769,0.4091745,0.0015029704754252542,0.67530975,0.0006893135625388367,0.66189225,0.003327774284337822,0.39129099999999994,0.003941901508155685,0.67108925,0.00023643431963229648
10,0.02,0.0,10,500,500,499,0.70930625,0.003353466741671977,0.35413925,0.0036021099632715364,0.62212675,0.001994022865340334,0.8511270000000001,0.0017293260247853697,0.23899275000000003,0.0027075752413367937,0.53939275,0.0018927625808590125
10,0.02,0.1,10,10,10,9,0.654574,0.00931561975930745,0.38894,0.006079131887037823,0.6788537499999999,0.0009664257278756714,0.7297135000000001,0.013237832403758584,0.34078125000000004,0.012931366949688652,0.67072925,0.0011864466644143888
10,0.09,0.1,10,166,1000,165,0.7103525,0.006060376081564574,0.35176650000000004,0.008857196240910548,0.620328,0.0035449392096339348,0.86994375,0.0008819275409578744,0.2206035,0.0023426150452005557,0.51711325,0.0014277904914587324
10,0.2,0.1,10,91,500,90,0.7082915,0.0027875868147916026,0.35769850000000003,0.00642099340055728,0.6204645,0.0015823617633145349,0.877251,0.0011113683007896262,0.212343,0.0009036819130645535,0.50388825,0.002281565950723327
10,0.1,0.0,5,350,1000,349,0.69571975,0.004646206268290288,0.364817,0.004047438510959748,0.630746,0.003356458177901226,0.8123765000000001,0.002171687419957123,0.27120125,0.0021008789083381283,0.5620732500000001,0.0023034802337984052
10,0.3,0.1,10,52,500,51,0.7045962499999999,0.005551346745385286,0.35743474999999997,0.006469707194881388,0.62288225,0.0029749797793430384,0.8650202499999999,0.002068871597634783,0.22526149999999998,0.0018696430809114286,0.51157725,0.0026939115960810628
10,0.2,0.1,5,157,2000,156,0.69393325,0.002817708055760921,0.36567375,0.0008543776609321984,0.63085875,0.002476873268356724,0.8097732500000001,0.002573257602242718,0.27407950000000003,0.002665079220210917,0.562935,0.001067033504628595
10,0.09,0.1,10,166,2000,165,0.7103525,0.006060376081564574,0.35176650000000004,0.008857196240910548,0.620328,0.0035449392096339348,0.86994375,0.0008819275409578744,0.2206035,0.0023426150452005557,0.51711325,0.0014277904914587324
10,0.3,0.0,5,84,2000,83,0.6912015,0.003210597335387914,0.37028724999999996,0.0059026154954816305,0.63284425,0.0016632646174015637,0.797032,0.0025249794058566223,0.286844,0.0036726737535479554,0.570637,0.002307040853561123
10,0.04,0.0,5,10,10,9,0.63125375,0.005217552940555566,0.41167925,0.002921167606882575,0.6778474999999999,0.0005322318573704941,0.6574435000000001,0.005182727973760535,0.39496,0.004317786064640066,0.6743967500000001,0.00013303077651430413
10,0.2,0.1,10,91,1000,90,0.7082915,0.0027875868147916026,0.35769850000000003,0.00642099340055728,0.6204645,0.0015823617633145349,0.877251,0.0011113683007896262,0.212343,0.0009036819130645535,0.50388825,0.002281565950723327
10,0.08,0.1,5,10,10,9,0.6389785,0.005465227099581513,0.40594525000000004,0.0030021238627844756,0.669957,0.0009608420785956623,0.6692632500000001,0.0027574015281601454,0.38353525,0.004383220755049884,0.66325375,0.0005504077465843058
10,0.3,0.0,10,77,2000,76,0.707788,0.005853534274265433,0.3539415,0.005221619360887967,0.6216225,0.0049453743286024246,0.88592625,0.0016344215146344707,0.2037085,0.003045140924489369,0.48684974999999997,0.002045980006622738
10,0.01,0.0,5,10,10,9,0.62074925,0.01078095768879096,0.41523875,0.0039851903577495535,0.688223,0.00026234805126017626,0.6419505000000001,0.004480790471557452,0.4013975,0.004857563509620846,0.68724825,0.00011037294731952692
10,0.05,0.1,10,243,500,242,0.7102984999999999,0.003819024777348255,0.35249149999999996,0.0050470535216103965,0.620593,0.002023813850135422,0.8611685,0.0021343525364850213,0.22695325,0.002499113880458439,0.528535,0.0025049224538895624
10,0.01,0.1,5,100,100,99,0.64597575,0.004372279689990093,0.40212224999999996,0.004525607935681133,0.6676294999999999,0.0008821650922588279,0.6772275,0.0016070483035677753,0.3812065,0.00348067410856001,0.65990825,0.00038169514995607
10,0.01,0.0,5,1000,1000,999,0.6826697500000001,0.0030351945880783306,0.37404424999999997,0.004047426304146879,0.6425527499999999,0.0015102660982423035,0.7499005,0.0034182510513419023,0.328434,0.0035358610691032417,0.61238225,0.002133139279911169
10,0.09,0.1,5,100,100,99,0.6810205,0.0036369730202463974,0.373517,0.005028042511753456,0.64312025,0.0014855110862932155,0.747247,0.003231648959896474,0.32854375,0.004697297966650609,0.613659,0.0015462614591329688
10,0.03,0.1,5,1000,1000,999,0.694385,0.004176950382755362,0.365476,0.003739356562297858,0.6319155,0.0028594255979129835,0.8023952499999999,0.001963439122432907,0.280912,0.0012938419532539474,0.5714935,0.0020789940476105247
10,0.01,0.0,10,10,10,9,0.650884,0.009728821408577724,0.39414725,0.002350560611322343,0.68541175,0.00048437556451577315,0.7236575,0.012091895643363772,0.34581249999999997,0.011026709697366667,0.6812775,0.0005538652814539142
10,0.03,0.1,5,100,100,99,0.66215375,0.001636528853243948,0.39065375,0.0054715040151223455,0.65510275,0.00026249702379265084,0.7094422499999999,0.00361203947756665,0.359566,0.0045786863836694445,0.638767,0.0009356139695408581
10,0.3,0.1,10,52,100,51,0.7045962499999999,0.005551346745385286,0.35743474999999997,0.006469707194881388,0.62288225,0.0029749797793430384,0.8650202499999999,0.002068871597634783,0.22526149999999998,0.0018696430809114286,0.51157725,0.0026939115960810628
10,0.2,0.1,5,157,500,156,0.69393325,0.002817708055760921,0.36567375,0.0008543776609321984,0.63085875,0.002476873268356724,0.8097732500000001,0.002573257602242718,0.27407950000000003,0.002665079220210917,0.562935,0.001067033504628595
10,0.04,0.0,10,381,500,380,0.7101835,0.004596457848169608,0.35328225,0.005406087373276542,0.62051,0.002717977464954393,0.8691635,0.0018769763584019921,0.22005424999999998,0.002150003764531584,0.5190695000000001,0.0016866923993425734
10,0.07,0.0,10,10,10,9,0.67559525,0.004640551496050901,0.3778015,0.001981900666027445,0.657001,0.0014323098477634036,0.7601870000000001,0.009136985963653425,0.32070025,0.009045885152239114,0.63321375,0.0025264591204885627
10,0.03,0.0,5,1000,1000,999,0.6948617500000001,0.004607379535864171,0.36481675,0.003220418014404349,0.63201125,0.003155134892124276,0.8017289999999999,0.0024474665472688185,0.28229625,0.0011070931250351144,0.57186925,0.0020838803198600297
10,0.3,0.1,10,52,2000,51,0.7045962499999999,0.005551346745385286,0.35743474999999997,0.006469707194881388,0.62288225,0.0029749797793430384,0.8650202499999999,0.002068871597634783,0.22526149999999998,0.0018696430809114286,0.51157725,0.0026939115960810628
10,0.3,0.0,10,77,100,76,0.707788,0.005853534274265433,0.3539415,0.005221619360887967,0.6216225,0.0049453743286024246,0.88592625,0.0016344215146344707,0.2037085,0.003045140924489369,0.48684974999999997,0.002045980006622738
10,0.01,0.0,5,100,100,99,0.64609125,0.004416609014560837,0.40218824999999997,0.004475833574598151,0.66759575,0.0009146803745024913,0.67711175,0.0014163503053623704,0.3812505,0.003422422570343995,0.6599075,0.0003936118011442349
10,0.09,0.0,5,372,1000,371,0.6942790000000001,0.005225828738104618,0.3649485,0.0036165695417066115,0.63147325,0.0037358788373687995,0.80864475,0.0020119811598272967,0.27623224999999996,0.001562631654453477,0.56484375,0.0017732816153956021
10,0.05,0.0,10,280,1000,279,0.70947775,0.0030685874906054064,0.3561825,0.004512934771299049,0.6205502500000001,0.0017752759468600808,0.86436325,0.0033549853483286827,0.22477825,0.0034846205944837148,0.5240132500000001,0.003069177689137575
10,0.1,0.0,10,188,500,187,0.70958825,0.003037592910101665,0.35499625,0.003813675023845113,0.61987425,0.0019357985916670433,0.8793272500000001,0.003737019291828707,0.21181575,0.0035338901634742394,0.5054077499999999,0.0035883929811964476
10,0.09,0.1,5,396,500,395,0.6963712500000001,0.004930331042384503,0.36560775,0.0028355773111484713,0.63042475,0.0030949400943313804,0.8124499999999999,0.001434075486158261,0.272146,0.0022150404059520074,0.56190875,0.0011399759591763205
10,0.04,0.0,5,798,1000,797,0.6956625000000001,0.004189586524944921,0.36422375,0.0009594978830096612,0.6311194999999999,0.0029304680086975773,0.805748,0.0018413295468220994,0.27862750000000003,0.002379231020729179,0.56829175,0.0019969531009766065
10,0.3,0.0,10,77,500,76,0.707788,0.005853534274265433,0.3539415,0.005221619360887967,0.6216225,0.0049453743286024246,0.88592625,0.0016344215146344707,0.2037085,0.003045140924489369,0.48684974999999997,0.002045980006622738
10,0.03,0.0,10,581,1000,580,0.7103275,0.004164574978314111,0.35202975000000003,0.005027914695726255,0.62004375,0.0025709972165484708,0.8739067500000001,0.001697180511171375,0.21653925,0.002218623602033472,0.5131885,0.0019616990722330506
10,0.01,0.0,10,1446,2000,1445,0.710591,0.004865693732655193,0.35262325,0.005680381693821288,0.6202185,0.002921535341220427,0.86606725,0.0020505136399205136,0.223328,0.0015896718214776359,0.5231445,0.0022899153368629525
10,0.05,0.1,5,100,100,99,0.67122825,0.0013204268959317693,0.3814265,0.0034394277503677754,0.64982025,0.0006028152183712489,0.7263275,0.0031640678327115325,0.3459225,0.005119221156582317,0.62837475,0.0016080156054901968
10,0.2,0.0,10,77,2000,76,0.70880375,0.003676070345831282,0.35420525,0.004460840636864314,0.620679,0.0016002865368427302,0.8694235,0.0013519930658106227,0.22025224999999998,0.0025183472134517135,0.51329,0.001760625173056443
10,0.04,0.1,5,823,2000,822,0.6955895000000001,0.004783947768318564,0.36481650000000004,0.0023162081620614256,0.6310579999999999,0.0032093154254451174,0.80772225,0.002038922678156274,0.2762325,0.0005535293578483517,0.5667584999999999,0.0016916378897388015
10,0.01,0.1,10,10,10,9,0.65098,0.009555997959396998,0.39401525,0.0023170060827498893,0.6854057499999999,0.0004746237325503278,0.72375375,0.011950621497959855,0.3458785,0.01109529435166098,0.68127325,0.0005480635797970732
10,0.05,0.1,10,243,2000,242,0.7102984999999999,0.003819024777348255,0.35249149999999996,0.0050470535216103965,0.620593,0.002023813850135422,0.8611685,0.0021343525364850213,0.22695325,0.002499113880458439,0.528535,0.0025049224538895624
10,0.09,0.1,5,396,2000,395,0.6963712500000001,0.004930331042384503,0.36560775,0.0028355773111484713,0.63042475,0.0030949400943313804,0.8124499999999999,0.001434075486158261,0.272146,0.0022150404059520074,0.56190875,0.0011399759591763205
10,0.3,0.1,5,100,100,99,0.69200425,0.0021689470227509214,0.367651,0.0027491466857917824,0.632023,0.001349142876051307,0.8067725,0.0020471449020526343,0.2770455,0.0016210813520610122,0.5623877500000001,0.002241842030005706
10,0.06,0.1,5,100,100,99,0.6752895,0.0016829468945869976,0.37878999999999996,0.005191284089702668,0.647793,0.0008380778603447091,0.73404,0.0016439449504164986,0.33968275,0.002562637252421811,0.623825,0.0011780358653283968
10,0.08,0.0,10,215,1000,214,0.71144575,0.00371162291827982,0.35460075,0.006943107963117089,0.6186977499999999,0.0026761233505763695,0.8758404999999999,0.0008113339324840223,0.21368325,0.002280397923060795,0.5104445,0.0015163285428956275
10,0.06,0.1,10,100,100,99,0.70716425,0.002698901755807329,0.35525975,0.005597161306189057,0.62516475,0.0008352198438136151,0.83479975,0.0025687452554700486,0.2531195,0.0032298199253209237,0.5562787499999999,0.0019903667218630792
