f_number;thm_prm;feature;importance
12770;prm;v1_subset_1-k6_domain_1;264
12915;prm;k16_lattice3-V;263
10383;prm;k2_xboole_0-k1_relat_1;262
11030;prm;r2_hidden(k4_tarski(A,A),k2_zfmisc_1(A,A));262
12752;prm;r2_hidden-k1_ordinal1;262
1804;thm;k9_tmap_1(A,A);261
18309;prm;k2_tarski-V;261
2660;thm;k5_relat_1-k7_relat_1;260
7561;thm;k2_enumset1-V;260
8188;thm;k2_zfmisc_1(k1_tarski(A),A);260
11385;prm;k7_mcart_1-V;260
19815;prm;r1_xboole_0-k4_xboole_0;260
11082;prm;r1_tarski-k7_relat_1;258
440;thm;k1_tarski-k1_funct_1;258
11592;prm;k3_relset_1;257
3892;thm;k3_yellow_1;257
11446;prm;v13_waybel_0-V;256
6666;thm;=-k2_struct_0;256
7447;thm;=(k4_lattices(A,k7_lattices(A,A),A),k5_lattices(A));256
322;thm;k1_tex_2;256
16234;prm;k2_xboole_0(A,k4_xboole_0(A,A));255
3917;thm;k3_mcart_1(A,A,A);254
2814;thm;k6_lattices-V;253
17340;prm;=-k6_mcart_1;253
8474;thm;r1_xboole_0(k2_relat_1(A),k1_relat_1(A));253
3165;thm;=-k9_subset_1;252
3562;thm;=(k1_funct_1(A,A),k1_funct_1(A,A));252
13412;prm;v1_finset_1(A);252
1565;thm;=(A,k2_zfmisc_1(A,A));252
17022;prm;v1_borsuk_1-V;251
17837;prm;v3_orders_2;251
18894;prm;=(A,k4_subset_1(A,A,A));250
13542;prm;=-k2_partfun1;249
9038;thm;=-k4_subset_1;249
20199;prm;r1_tarski-k2_pre_topc;247
3601;thm;r1_waybel_0-V;247
1584;thm;k2_relset_1-V;247
11163;prm;k2_orders_2(A,A);247
40;thm;k5_mcart_1-V;246
3360;thm;u1_struct_0-k6_tmap_1;246
5854;thm;=-k1_setfam_1;245
8635;thm;r1_xboole_0(A,k2_xboole_0(A,A));245
4803;thm;k3_xboole_0(k3_xboole_0(A,A),A);245
93;thm;k1_orders_1-u1_struct_0;245
17668;prm;l1_orders_2-V;244
14989;prm;k3_xboole_0-k2_relat_1;244
1764;thm;v6_orders_2-V;244
9493;thm;v1_lattice3-V;243
1864;thm;r1_tarski-k1_wellord1;243
5528;thm;k2_pre_topc(A,k7_subset_1(u1_struct_0(A),A,A));243
13406;prm;=-k9_subset_1;243
3760;thm;v8_lattices(A);242
5967;thm;=-k6_lattices;242
5609;thm;r1_tarski(k7_relat_1(A,A),k7_relat_1(A,A));242
568;thm;r1_tarski-k7_setfam_1;241
10365;prm;k3_xboole_0-k2_zfmisc_1;241
1304;thm;k1_tarski(k1_xboole_0);241
5351;thm;r1_tarski(k7_relat_1(A,A),A);240
10904;prm;=(k3_xboole_0(A,A),k1_tarski(A));239
7785;thm;k2_zfmisc_1(k1_relat_1(A),k2_relat_1(A));239
9209;thm;r1_tarski(k2_tarski(A,A),A);239
5007;thm;r1_tarski-k1_tops_1;238
13521;prm;k7_lattice3(k7_lattice3(A));238
5668;thm;v3_funct_2(A,A,A);238
3521;thm;=(k5_relat_1(k6_relat_1(A),A),A);238
19551;prm;k7_lattice3-V;238
1084;thm;v1_funct_1(k2_tmap_1(A,A,A,A));237
11508;prm;v6_waybel_0(A,A);237
7022;thm;=(k1_mcart_1(A),A);237
16800;prm;r1_xboole_0(A,k4_xboole_0(A,A));237
2907;thm;k3_xboole_0-k9_relat_1;237
12414;prm;=(A,k1_setfam_1(A));237
219;thm;k2_yellow_1(A);236
19898;prm;=-k11_lattice3;236
4857;thm;k6_relat_1(k2_relat_1(A));236
1057;thm;k5_relat_1-k6_subset_1;236
10030;thm;=-k1_mcart_1;235
3120;thm;k7_lattices(A,k4_filter_0(A,A,A));234
2141;thm;v2_waybel_0-V;233
17290;prm;l1_pre_topc-V;233
9636;thm;=(k2_tarski(A,A),k2_xboole_0(k1_tarski(A),k1_tarski(A)));232
15212;prm;k2_xboole_0(k2_xboole_0(A,A),A);232
18560;prm;r2_funct_2-V;232
5313;thm;=(k5_relset_1(A,A,A,A),k1_xboole_0);232
10657;prm;m1_pre_topc(A,g1_pre_topc(u1_struct_0(A),u1_pre_topc(A)));231
2150;thm;k6_partfun1;231
7699;thm;r1_tarski(k4_xboole_0(A,A),k4_xboole_0(A,A));231
11888;prm;=(k1_enumset1(A,A,A),k2_xboole_0(k1_tarski(A),k2_tarski(A,A)));231
9611;thm;k3_yellow_0-V;231
15545;prm;=(k1_tsep_1(A,A,A),g1_pre_topc(u1_struct_0(A),u1_pre_topc(A)));231
5837;thm;=(A,u1_struct_0(A));230
13216;prm;r2_hidden-u1_struct_0;230
722;thm;m1_funct_2-V;230
13010;prm;=-k3_relat_1;230
3465;thm;m1_setfam_1;230
10446;prm;v1_ordinal1;230
17293;prm;r1_xboole_0(k1_relat_1(A),A);229
18968;prm;=(A,k1_enumset1(A,A,A));229
3386;thm;r1_tarski(k8_relset_1(A,A,A,A),A);229
13706;prm;m1_setfam_1;228
15014;prm;k2_zfmisc_1-k1_tarski;228
1263;thm;=(k4_zfmisc_1(A,A,A,A),k4_zfmisc_1(A,A,A,A));227
13171;prm;v1_tops_2-k7_setfam_1;227
7260;thm;k3_xboole_0-k2_tarski;227
13072;prm;k7_filter_1(A,A);226
9895;thm;=(k2_relat_1(A),k1_xboole_0);226
17619;prm;k2_xboole_0(k1_tarski(A),k1_tarski(A));226
16656;prm;r1_tarski(A,k2_relat_1(A));226
18978;prm;=(k2_xboole_0(A,k3_xboole_0(A,A)),A);226
11913;prm;v14_lattices;225
13352;prm;g1_pre_topc(u1_struct_0(A),u1_pre_topc(A));225
18199;prm;=(A,k9_relat_1(A,A));225
110;thm;k3_funct_2-k8_funct_2;225
11609;prm;v2_compts_1-V;225
15142;prm;=(A,k5_lattices(A));225
10924;prm;=-k7_mcart_1;224
13074;prm;=(k4_xboole_0(A,k3_xboole_0(A,A)),k4_xboole_0(A,A));224
17387;prm;=(A,k2_relset_1(A,A,A));223
1067;thm;m2_yellow_6;223
13807;prm;m1_pre_topc-k1_tsep_1;223
1079;thm;v3_tops_1(k4_subset_1(u1_struct_0(A),A,A),A);222
20134;prm;=(k4_lattices(A,A,A),A);222
10553;prm;g1_orders_2-V;222
14791;prm;=(k1_relat_1(A),k3_xboole_0(k1_relat_1(A),A));222
5929;thm;=(k3_zfmisc_1(A,A,A),k1_xboole_0);222
863;thm;k2_xboole_0(k5_enumset1(A,A,A,A,A,A,A),k1_tarski(A));222
1457;thm;=(k7_subset_1(A,A,A),k9_subset_1(A,A,k3_subset_1(A,A)));222
6997;thm;r2_hidden-k3_subset_1;222
4423;thm;=(k11_relat_1(A,A),k1_xboole_0);222
7969;thm;u1_pre_topc-V;221
8351;thm;=-k12_lattice3;221
17988;prm;k9_subset_1-u1_struct_0;221
15765;prm;=(k2_mcart_1(A),A);221
19450;prm;r1_tarski(k2_tarski(A,A),A);221
14936;prm;k8_mcart_1;221
5346;thm;v2_funct_1-V;221
13493;prm;v7_lattices(A);220
10989;prm;k9_mcart_1-V;219
3964;thm;k6_domain_1-u1_struct_0;219
14019;prm;r1_tmap_1(A,A,k2_tmap_1(A,A,A,A),A);218
6308;thm;r2_funct_2;218
19338;prm;k4_xboole_0-k2_tarski;218
13790;prm;=(g1_pre_topc(u1_struct_0(A),u1_pre_topc(A)),g1_pre_topc(u1_struct_0(A),u1_pre_topc(A)));218
8319;thm;r2_funct_2-V;218
14566;prm;=(k3_xboole_0(A,k2_xboole_0(A,A)),k2_xboole_0(k3_xboole_0(A,A),k3_xboole_0(A,A)));218
13055;prm;k6_lattices-V;217
19877;prm;=(k2_tarski(A,A),k2_xboole_0(k1_tarski(A),k1_tarski(A)));217
6926;thm;=-k3_zfmisc_1;216
16881;prm;=-k10_mcart_1;216
7146;thm;=(A,k2_relset_1(A,A,A));216
15850;prm;r1_tarski(k7_relat_1(A,A),k7_relat_1(A,A));215
6757;thm;=(k9_relat_1(A,A),A);214
8727;thm;=(A,k1_enumset1(A,A,A));214
19958;prm;=(A,k4_relat_1(A));214
4516;thm;=-k8_relset_1;214
960;thm;r1_xboole_0(A,k3_subset_1(A,A));214
16700;prm;m1_subset_1-k4_subset_1;213
4786;thm;r1_tarski(k2_relset_1(A,A,A),A);213
3561;thm;r1_tarski(k1_tarski(A),k1_tarski(A));213
416;thm;m1_pre_topc(A,g1_pre_topc(u1_struct_0(A),u1_pre_topc(A)));212
15248;prm;r1_tarski-k1_tops_1;212
4306;thm;k2_xboole_0(k1_enumset1(A,A,A),k3_enumset1(A,A,A,A,A));212
14517;prm;v1_funct_2(A,A,A);212
15178;prm;m1_pre_topc-g1_pre_topc;211
1093;thm;k2_xboole_0(A,k3_xboole_0(A,A));210
12592;prm;r1_tarski-k8_relat_1;210
19363;prm;k2_mcart_1-V;209
3072;thm;v1_funct_2-k2_zfmisc_1;209
10757;prm;v1_relat_2-V;209
18026;prm;k2_zfmisc_1(k1_relat_1(A),k2_relat_1(A));209
7373;thm;=(k1_yellow_0(A,A),k1_yellow_0(A,A));208
11558;prm;u1_struct_0-k1_pre_topc;207
6596;thm;=(k4_enumset1(A,A,A,A,A,A),k2_xboole_0(k3_enumset1(A,A,A,A,A),k1_tarski(A)));206
105;thm;k3_xboole_0(A,k3_tarski(A));206
9776;thm;v4_orders_2-V;205
5617;thm;k7_subset_1(u1_struct_0(A),A,A);205
10364;prm;r3_lattice3;205
6690;thm;k2_xboole_0-k4_xboole_0;205
1273;thm;k2_zfmisc_1(u1_struct_0(k1_tsep_1(A,A,A)),u1_struct_0(A));204
16998;prm;=(k9_relat_1(A,A),A);204
15753;prm;=-k3_mcart_1;204
20375;prm;r1_xboole_0-k2_xboole_0;204
1100;thm;r2_hidden-k6_waybel_0;204
6871;thm;=(A,k6_relat_1(A));204
10977;prm;v3_borsuk_1;204
5816;thm;k9_relat_1(A,k3_xboole_0(A,A));203
1115;thm;r2_hidden(A,k1_orders_2(A,k6_domain_1(u1_struct_0(A),A)));203
1515;thm;k2_relat_1(k5_relat_1(A,A));203
17341;prm;k10_mcart_1;203
1020;thm;r1_tarski(k1_xboole_0,A);203
14279;prm;=-k7_subset_1;202
10994;prm;k7_relat_1-k8_relat_1;202
18273;prm;v1_relat_1-k4_xboole_0;202
13313;prm;v1_funct_2-k2_zfmisc_1;201
11730;prm;v1_funct_2-u1_struct_0;201
5587;thm;=(A,k1_relat_1(A));201
7750;thm;r1_tarski-k5_partfun1;200
17294;prm;=(A,k1_zfmisc_1(A));200
3640;thm;k2_zfmisc_1(k2_zfmisc_1(A,A),A);200
2246;thm;k5_waybel_0(A,A);200
7430;thm;r1_xboole_0(k2_relat_1(A),k2_relat_1(A));200
6402;thm;v2_yellow_6;200
12003;prm;m1_subset_1(k9_subset_1(A,A,A),k1_zfmisc_1(A));199
10124;thm;r1_tarski(A,k1_relat_1(A));199
13593;prm;=-k1_tops_1;199
16426;prm;k3_xboole_0(A,k2_xboole_0(A,A));197
673;thm;=(k1_setfam_1(k1_tarski(A)),A);197
2677;thm;g1_orders_2(u1_struct_0(A),u1_orders_2(A));197
748;thm;k9_mcart_1-V;196
9510;thm;k4_xboole_0-k1_tarski;196
1003;thm;u1_struct_0(k3_yellow_1(A));196
12642;prm;k15_lattice3;195
7976;thm;k2_tarski-k1_tarski;195
672;thm;v1_funct_1-k3_tmap_1;194
4937;thm;m1_pre_topc-g1_pre_topc;194
18830;prm;u1_waybel_0(A,A);194
17661;prm;k4_xboole_0(A,k4_xboole_0(A,A));194
9411;thm;k4_subset_1(k1_zfmisc_1(u1_struct_0(A)),A,A);193
4770;thm;k9_relat_1(A,k3_xboole_0(A,k10_relat_1(A,A)));193
13145;prm;k1_tarski(k4_tarski(A,A));193
5113;thm;r1_tsep_1(k1_tsep_1(A,A,A),A);193
14280;prm;=(k2_partfun1(A,A,A,A),A);193
12310;prm;m1_subset_1(k1_tarski(A),k1_zfmisc_1(A));193
8875;thm;k2_pre_topc(A,k9_subset_1(u1_struct_0(A),A,A));193
16772;prm;k3_xboole_0-k2_xboole_0;193
4600;thm;k4_xboole_0(k2_xboole_0(A,A),A);192
1238;thm;k3_orders_2(A,k1_struct_0(A),A);191
5312;thm;r1_tarski-k7_subset_1;191
5792;thm;r1_tarski(k1_relat_1(A),k1_relat_1(A));191
168;thm;k6_mcart_1-V;191
16452;prm;k2_partfun1-V;191
10403;prm;r1_tarski(k1_setfam_1(A),A);191
10726;prm;=(k1_relat_1(k1_xboole_0),k1_xboole_0);191
4276;thm;v1_funct_2(A,A,A);190
3841;thm;k3_zfmisc_1-k1_tarski;190
1318;thm;k7_relat_1-k6_subset_1;190
8068;thm;k2_tarski-V;190
16519;prm;=(k2_xboole_0(A,A),k1_xboole_0);190
202;thm;k3_lattices-k7_lattices;189
5572;thm;v2_pre_topc-V;189
16661;prm;r1_tarski(A,k3_relat_1(A));189
446;thm;r1_tarski(k7_setfam_1(A,A),k7_setfam_1(A,A));188
12789;prm;v7_waybel_0-V;188
2646;thm;m1_connsp_2-k9_subset_1;188
6589;thm;r2_hidden(A,k2_zfmisc_1(A,k1_tarski(A)));188
2221;thm;=(k4_xboole_0(k1_tarski(A),A),k1_tarski(A));187
13451;prm;k2_zfmisc_1-k2_tarski;187
4496;thm;r2_hidden-k1_relset_1;186
1985;thm;k4_xboole_0(A,k2_xboole_0(A,A));186
5144;thm;k11_mcart_1-V;186
10963;prm;m1_funct_2-V;186
11872;prm;r1_tarski(k2_pre_topc(A,A),A);186
887;thm;k5_lattice3(A,A);185
705;thm;k1_relat_1-k6_subset_1;185
9958;thm;r1_tarski-k2_pre_topc;185
12487;prm;k5_waybel_0(A,A);185
10759;prm;r1_tarski(k5_relat_1(A,A),k5_relat_1(A,A));185
11108;prm;=(k1_relat_1(A),k2_relat_1(A));184
10581;prm;=(k3_xboole_0(A,k1_xboole_0),k1_xboole_0);184
474;thm;v13_lattices;183
15612;prm;v1_subset_1;183
7955;thm;u1_struct_0-k2_tsep_1;183
3934;thm;=(k4_xboole_0(A,A),k4_xboole_0(A,A));182
2529;thm;v1_subset_1-k6_domain_1;182
17722;prm;k7_lattice3(A);182
15702;prm;m1_pre_topc(k1_tsep_1(A,A,A),A);182
11978;prm;k2_tops_2-V;182
5091;thm;k3_tmap_1(A,A,A,A,k3_tmap_1(A,A,A,A,A));182
12926;prm;k8_funct_2;181
6980;thm;=(A,k12_lattice3(A,A,A));180
16205;prm;r1_tarski(A,k3_subset_1(A,A));180
15477;prm;v1_pre_topc(g1_pre_topc(A,A));179
7280;thm;=(k3_xboole_0(A,k2_xboole_0(A,A)),A);179
3883;thm;=(k9_relat_1(A,k6_subset_1(A,A)),k6_subset_1(k9_relat_1(A,A),k9_relat_1(A,A)));178
5575;thm;k3_xboole_0(A,k10_relat_1(A,A));178
2950;thm;=-k2_yellow_0;178
7338;thm;=-u1_struct_0;178
12032;prm;v7_struct_0(A);178
10671;prm;k2_zfmisc_1(A,k2_xboole_0(A,A));178
2058;thm;=(k4_xboole_0(k2_tarski(A,A),A),k2_tarski(A,A));178
5832;thm;r1_tarski(A,k10_relat_1(A,k9_relat_1(A,A)));177
13825;prm;k7_partfun1;177
14972;prm;k2_xboole_0(k1_tarski(A),k1_enumset1(A,A,A));177
7947;thm;k3_zfmisc_1(k2_tarski(A,A),k1_tarski(A),k2_tarski(A,A));177
16354;prm;=-k8_mcart_1;177
1043;thm;r1_xboole_0(k2_xboole_0(k2_xboole_0(A,A),A),A);176
11019;prm;k1_mcart_1-k4_tarski;176
271;thm;k2_tops_1(A,k4_subset_1(u1_struct_0(A),A,A));176
4578;thm;k10_relat_1-k9_relat_1;175
70;thm;r1_tarski(k3_xboole_0(A,A),k1_tarski(A));175
16624;prm;r2_hidden(A,k3_xboole_0(A,A));174
19693;prm;=(A,k9_subset_1(A,A,A));174
11528;prm;=(k2_enumset1(A,A,A,A),k2_tarski(A,A));174
1317;thm;u1_struct_0-k1_pre_topc;173
3358;thm;k1_subset_1(A);173
1799;thm;v4_pre_topc(k5_setfam_1(u1_struct_0(A),A),A);172
1144;thm;k7_mcart_1-V;172
4054;thm;r2_hidden(A,k1_tops_1(A,A));172
4478;thm;v4_relat_1;171
16549;prm;r2_funct_2;171
10324;prm;k2_waybel_0-V;171
20371;prm;k2_xboole_0(A,k2_xboole_0(A,A));171
4714;thm;k7_setfam_1(u1_struct_0(A),u1_pre_topc(A));171
20020;prm;r1_tarski(A,k2_zfmisc_1(A,A));171
11963;prm;v3_lattice3(A);170
5184;thm;=-k2_pre_topc;170
1610;thm;v3_tops_1-k2_tops_1;170
77;thm;=(k4_xboole_0(k1_tarski(A),A),k1_xboole_0);169
2956;thm;=(A,k2_tops_1(A,A));169
18339;prm;v4_yellow_0(A,A);169
1930;thm;r2_hidden-k10_yellow_6;169
17523;prm;=-k2_enumset1;169
14418;prm;v5_tops_1(A,A);168
4367;thm;=(A,k2_xboole_0(A,k4_xboole_0(A,A)));168
14202;prm;r1_tarski(k10_relat_1(A,A),A);168
1688;thm;=-k3_yellow_0;168
2624;thm;=(k12_lattice3(A,A,k13_lattice3(A,A,A)),A);168
7747;thm;k9_subset_1-u1_struct_0;167
16663;prm;=(k1_enumset1(A,A,A),k1_enumset1(A,A,A));167
3474;thm;=(k4_xboole_0(A,k2_tarski(A,A)),k1_xboole_0);167
5543;thm;k2_xboole_0(k3_xboole_0(A,A),k3_xboole_0(A,A));167
18066;prm;=(A,k2_struct_0(A));166
1672;thm;v14_lattices;166
15905;prm;k4_tarski(k4_tarski(A,A),A);166
12041;prm;r2_waybel_0;166
2570;thm;r2_funct_2-u1_struct_0;165
14118;prm;v1_xboole_0(k1_zfmisc_1(A));165
7874;thm;m1_subset_1(k1_tarski(k1_xboole_0),k1_zfmisc_1(k1_zfmisc_1(A)));165
624;thm;=(k2_xboole_0(k1_tarski(A),A),k1_xboole_0);165
10764;prm;v1_subset_1(A,u1_struct_0(A));164
11244;prm;u1_struct_0(k3_yellow_1(A));164
2507;thm;=-k5_partfun1;164
17627;prm;=-k1_yellow_0;164
14234;prm;=-k2_relset_1;164
12326;prm;m1_subset_1-u1_orders_2;163
10967;prm;k2_zfmisc_1(k3_xboole_0(A,A),k3_xboole_0(A,A));163
11499;prm;k2_lattices-k1_lattices;162
16002;prm;=(A,k3_subset_1(A,A));162
2747;thm;k2_xboole_0(k1_enumset1(A,A,A),k2_enumset1(A,A,A,A));162
385;thm;k9_subset_1(u1_struct_0(A),k2_pre_topc(A,A),k2_pre_topc(A,A));161
15044;prm;k3_xboole_0(k3_xboole_0(A,A),A);161
17564;prm;k6_subset_1-V;161
7825;thm;=(A,k2_struct_0(A));160
213;thm;k7_partfun1(A,A,k3_funct_2(A,A,A,A));160
2206;thm;k3_xboole_0(k1_relat_1(A),k1_relat_1(A));160
10460;prm;k2_yellow_1(A);160
16025;prm;=-k2_funct_1;160
19918;prm;=-k6_enumset1;160
11930;prm;r1_tarski(k9_relat_1(A,A),k9_relat_1(A,A));160
11473;prm;k9_yellow_6-V;159
4901;thm;=(A,k5_lattices(A));159
5596;thm;v2_tops_2-k4_subset_1;159
10623;prm;k10_relat_1-k2_relat_1;159
3302;thm;k2_tops_1(A,k2_pre_topc(A,A));159
2180;thm;m1_connsp_2(k4_subset_1(u1_struct_0(A),A,A),A,A);159
4312;thm;r1_xboole_0(k2_zfmisc_1(A,A),k2_zfmisc_1(A,A));159
1611;thm;k4_subset_1(A,A,k3_subset_1(A,A));158
2976;thm;k3_subset_1-k6_setfam_1;158
11262;prm;=-k6_setfam_1;158
6777;thm;k6_subset_1-k2_relat_1;158
11869;prm;v5_pre_topc(A,k1_tsep_1(A,A,A),A);157
6561;thm;k9_relat_1(A,k1_relat_1(A));157
19879;prm;=(k1_relset_1(A,A,A),A);157
18876;prm;r1_xboole_0(A,k2_xboole_0(A,A));157
1347;thm;=(A,k8_relset_1(A,A,A,A));157
1631;thm;r1_tarski(k2_pre_topc(A,A),A);156
7467;thm;k2_relat_1(k2_funct_1(A));156
18116;prm;=(k7_relat_1(A,A),k1_xboole_0);155
831;thm;k8_relat_1(k3_xboole_0(A,A),A);155
12059;prm;r2_relset_1(A,A,A,k6_partfun1(A));154
16703;prm;=(k2_enumset1(A,A,A,A),k2_xboole_0(k2_tarski(A,A),k2_tarski(A,A)));153
3695;thm;k2_relset_1-u1_struct_0;153
2181;thm;r2_setfam_1-V;153
17521;prm;=(k3_xboole_0(A,k2_xboole_0(A,A)),A);152
10775;prm;k2_xboole_0(k2_tarski(A,A),k2_tarski(A,A));152
2888;thm;r1_tarski(k2_relat_1(A),k2_relat_1(A));152
10893;prm;=-k5_tmap_1;152
5674;thm;=-k1_tsep_1;152
10618;prm;=(A,k3_lattices(A,A,A));150
8939;thm;r2_funct_2(u1_struct_0(A),u1_struct_0(A),A,k3_tmap_1(A,A,A,A,A));150
709;thm;r2_waybel_7(A,A,A);150
796;thm;r1_tarski(A,k2_tarski(A,A));150
10138;thm;=(k8_relset_1(A,A,A,A),k1_relset_1(A,A,A));150
2307;thm;k10_relat_1(A,k1_xboole_0);150
6773;thm;v1_tex_2-k1_tex_2;150
11283;prm;k2_relat_1-k7_relat_1;149
184;thm;k2_pre_topc-k6_domain_1;149
3117;thm;r1_tarski(A,k10_relat_1(A,A));149
12223;prm;=(k10_relat_1(A,A),k1_xboole_0);149
15557;prm;k2_xboole_0(k1_tarski(A),k2_tarski(A,A));149
7100;thm;k10_mcart_1;148
6650;thm;=(k3_xboole_0(k2_tarski(A,A),A),k1_tarski(A));148
13345;prm;=(k8_relat_1(A,k8_relat_1(A,A)),k8_relat_1(A,A));148
13979;prm;=(A,k1_tsep_1(A,A,A));147
18277;prm;=(k3_relat_1(A),A);147
5504;thm;r2_hidden(k1_xboole_0,u1_pre_topc(A));146
1800;thm;r2_waybel_0;146
15102;prm;v3_ordinal1(k1_ordinal1(A));146
1331;thm;r2_relset_1(A,A,k6_relset_1(A,A,A,A),A);146
8849;thm;=(k4_subset_1(A,A,A),A);145
83;thm;k2_waybel_0-V;145
10251;prm;k1_zfmisc_1(u1_struct_0(k3_yellow_1(A)));145
671;thm;v2_tdlat_3(A);145
17709;prm;r1_tarski(k3_tarski(A),A);145
7676;thm;=(A,k1_relset_1(A,A,A));145
1926;thm;k2_xboole_0(k1_enumset1(A,A,A),k1_tarski(A));145
11669;prm;r1_tarski(k2_relat_1(A),k1_relat_1(A));144
14107;prm;k3_partfun1(A,A,A);144
16699;prm;m1_subset_1-k2_struct_0;143
10818;prm;k2_tarski-k3_mcart_1;143
6654;thm;=(k1_relat_1(A),k1_tarski(A));143
906;thm;=(k7_relat_1(A,A),k7_relat_1(A,k3_xboole_0(k1_relat_1(A),A)));143
4826;thm;k8_relat_1-k1_xboole_0;143
5242;thm;=(k4_xboole_0(k2_xboole_0(A,k1_tarski(A)),k1_tarski(A)),A);143
2733;thm;k3_xboole_0(k2_xboole_0(A,A),k2_xboole_0(A,A));143
10418;prm;k5_xboole_0(k5_xboole_0(A,A),k3_xboole_0(A,A));141
11709;prm;k4_xboole_0(k4_xboole_0(A,A),A);141
10627;prm;=(k7_subset_1(A,A,A),k4_xboole_0(A,A));141
2508;thm;=(k5_relat_1(A,k6_relat_1(A)),A);141
11012;prm;v2_yellow_0(A);141
2370;thm;r1_tarski(k2_xboole_0(k1_zfmisc_1(A),k1_zfmisc_1(A)),k1_zfmisc_1(k2_xboole_0(A,A)));141
242;thm;r1_tarski(A,k2_pre_topc(A,k1_tops_1(A,A)));141
243;thm;r1_tmap_1(A,k6_tmap_1(A,A),k2_tmap_1(A,k6_tmap_1(A,A),k7_tmap_1(A,A),A),A);140
19393;prm;=(k2_lattices(A,A,A),A);140
683;thm;=-k7_mcart_1;140
10291;prm;v1_wellord1(A);140
14498;prm;k2_xboole_0(k1_tarski(A),k3_enumset1(A,A,A,A,A));140
6306;thm;=(k10_relat_1(A,k1_tarski(A)),k1_xboole_0);140
6623;thm;=(A,k6_mcart_1(A,A,A,A));140
17956;prm;k2_zfmisc_1(A,k2_relat_1(A));140
13610;prm;=(k1_relat_1(A),k1_xboole_0);140
6124;thm;=(k2_relat_1(A),A);140
237;thm;k9_relat_1-k6_subset_1;139
12596;prm;k2_xboole_0-k3_xboole_0;139
18820;prm;v2_lattice3-V;138
9936;thm;r1_tarski-k2_tops_1;138
1275;thm;k7_relat_1-k1_relat_1;138
17957;prm;=(k2_struct_0(A),A);137
17263;prm;=(k1_mcart_1(A),A);137
96;thm;k6_subset_1(k7_relat_1(A,A),k7_relat_1(A,A));136
10879;prm;=(k2_pre_topc(A,k2_pre_topc(A,A)),k2_pre_topc(A,A));136
2683;thm;=(k1_setfam_1(k2_tarski(A,A)),k3_xboole_0(A,A));136
363;thm;r2_hidden-k4_relset_1;136
6829;thm;=(A,k1_tarski(k4_tarski(A,A)));135
89;thm;r1_tarski-k9_subset_1;135
10250;prm;r3_orders_2(A,A,A);135
17082;prm;=(k5_xboole_0(A,A),k5_xboole_0(A,A));135
14158;prm;k3_mcart_1(A,A,A);135
10803;prm;k2_zfmisc_1(A,k1_tarski(A));134
8802;thm;=(k4_xboole_0(A,k3_xboole_0(A,A)),k2_xboole_0(k4_xboole_0(A,A),k4_xboole_0(A,A)));134
1530;thm;k3_xboole_0(k9_relat_1(A,A),A);134
14459;prm;k5_xboole_0(A,k3_xboole_0(A,A));134
9387;thm;k3_lattices(A,k4_lattices(A,A,A),k4_lattices(A,A,A));134
16240;prm;k4_yellow_0;134
278;thm;v1_funct_2-k1_xboole_0;134
14123;prm;=-k7_relset_1;134
10536;prm;r1_tarski(k1_zfmisc_1(A),k1_zfmisc_1(A));134
8122;thm;r1_tmap_1-k8_tmap_1;134
178;thm;k9_relat_1(A,k9_relat_1(A,A));133
17644;prm;=(A,k1_lattices(A,A,A));133
10199;thm;k5_relat_1-k2_funct_1;133
3369;thm;=(k1_relat_1(A),k1_xboole_0);133
12212;prm;=(k2_subset_1(A),A);133
760;thm;v5_lattices(A);133
370;thm;k2_orders_2-k6_domain_1;133
8498;thm;r1_tarski(k3_xboole_0(A,A),k3_xboole_0(A,A));133
18833;prm;r1_tarski(A,k1_xboole_0);132
18146;prm;r2_funct_2-k3_tmap_1;132
16460;prm;r2_relset_1;132
9202;thm;=(A,k2_relat_1(A));131
5070;thm;k6_tmap_1;131
10776;prm;=(k8_relat_1(A,A),k5_relat_1(A,k6_relat_1(A)));131
16979;prm;=(k1_relset_1(A,A,A),k1_relat_1(A));131
577;thm;k2_tarski-k3_mcart_1;130
51;thm;v15_lattices-k7_filter_1;130
8560;thm;=(A,k2_yellow_0(A,A));130
5539;thm;r1_tarski(k2_xboole_0(A,A),k2_xboole_0(A,A));130
15909;prm;v3_funct_2(A,A,A);130
398;thm;v4_pre_topc-k3_subset_1;130
655;thm;k2_xboole_0(k2_enumset1(A,A,A,A),k1_tarski(A));130
16508;prm;=(k4_subset_1(A,A,A),k2_xboole_0(A,A));129
14415;prm;=(k2_pre_topc(A,A),k2_struct_0(A));129
830;thm;k2_zfmisc_1(k2_tarski(A,A),k2_tarski(A,A));129
16057;prm;k9_relat_1(A,k3_xboole_0(A,A));128
13835;prm;=(A,k2_funct_1(A));128
10382;prm;v3_tops_1;128
1145;thm;v1_subset_1(A,u1_struct_0(k3_yellow_1(A)));127
11417;prm;k4_lattices(A,k7_lattices(A,A),A);127
2822;thm;k3_xboole_0(k2_zfmisc_1(A,A),k2_zfmisc_1(A,A));127
3342;thm;=(k4_zfmisc_1(A,A,A,A),k1_xboole_0);126
4050;thm;k9_subset_1(k1_zfmisc_1(u1_struct_0(A)),A,A);126
706;thm;k7_relset_1(A,A,A,k8_relset_1(A,A,A,A));126
19245;prm;r2_hidden(A,u1_pre_topc(A));126
4385;thm;=-k1_orders_2;125
