f_number;thm_prm;feature;importance
18517;prm;=-g1_pre_topc;474
16628;prm;u1_orders_2-V;474
11757;prm;k10_relat_1;473
419;thm;r1_xboole_0-k2_tarski;473
11116;prm;m2_orders_2;472
2268;thm;v3_pre_topc(k3_subset_1(u1_struct_0(A),A),A);472
2045;thm;r1_tarski-k9_relat_1;471
3255;thm;v1_yellow_0-V;471
19746;prm;r1_tarski-k3_relat_1;471
18539;prm;k3_waybel_0(A,A);471
12297;prm;=-k1_relat_1;469
11001;prm;v5_lattices(A);468
4011;thm;k12_lattice3-V;467
15824;prm;k5_relat_1(A,k6_relat_1(A));467
3393;thm;k3_xboole_0-k4_xboole_0;467
14103;prm;k7_lattices;466
804;thm;r1_tarski(k3_relat_1(A),A);466
318;thm;k6_subset_1(A,k7_relat_1(A,A));464
5065;thm;r1_tarski(k3_tarski(A),k3_tarski(A));464
9763;thm;v2_wellord1-V;464
12296;prm;r1_tarski(k1_tops_1(A,A),A);464
8006;thm;k2_zfmisc_1(k1_tarski(A),k1_tarski(A));464
14336;prm;u1_struct_0-V;463
1527;thm;v9_lattices-V;463
2309;thm;k3_zfmisc_1(k1_tarski(A),k2_tarski(A,A),k2_tarski(A,A));463
16092;prm;r1_tarski-k2_tarski;463
16288;prm;=(k2_xboole_0(k1_tarski(A),A),A);463
1030;thm;=-k2_wellord1;462
15828;prm;=(A,k1_relat_1(A));462
13434;prm;k5_enumset1-V;462
3710;thm;m1_subset_1(A,k1_zfmisc_1(k1_zfmisc_1(u1_struct_0(A))));462
4815;thm;=(g1_pre_topc(u1_struct_0(A),u1_pre_topc(A)),A);461
16013;prm;k5_xboole_0(A,A);461
14450;prm;v4_tex_2-V;461
200;thm;k4_waybel_0-V;461
11123;prm;k1_wellord1;460
16033;prm;r1_tarski(k1_relat_1(A),k1_relat_1(A));460
14028;prm;=(A,k7_relat_1(A,A));458
1962;thm;k4_xboole_0(k2_tarski(A,A),A);457
3054;thm;r1_xboole_0(k2_relat_1(A),A);457
10274;prm;k9_subset_1;456
13867;prm;u1_pre_topc(A);456
15479;prm;r1_xboole_0-u1_struct_0;456
16982;prm;k1_tarski-V;455
17865;prm;k13_lattice3(A,A,A);455
1176;thm;k4_lattices(A,k7_lattices(A,A),A);454
12898;prm;k3_tarski-V;454
2355;thm;k2_xboole_0-k3_xboole_0;453
3800;thm;k1_zfmisc_1(k3_xboole_0(A,A));453
11934;prm;k3_tarski;453
13533;prm;v1_tops_2(A,A);451
938;thm;u1_struct_0(k2_yellow_1(A));451
690;thm;r1_tarski(A,k7_relat_1(A,A));451
14681;prm;r1_tarski(k9_relat_1(A,A),A);450
13853;prm;l3_lattices;449
4023;thm;r1_tarski-k2_relset_1;449
2111;thm;k3_subset_1-k7_subset_1;448
4243;thm;k5_relset_1(A,A,A,A);448
12811;prm;r2_funct_2-u1_struct_0;447
14608;prm;=(A,k2_xboole_0(A,k4_xboole_0(A,A)));447
643;thm;k5_relat_1(k6_relat_1(A),A);445
319;thm;k4_zfmisc_1-V;444
20147;prm;m1_subset_1(u1_struct_0(A),k1_zfmisc_1(u1_struct_0(A)));444
410;thm;=-k9_relat_1;444
3505;thm;k4_subset_1-k3_subset_1;443
4904;thm;k1_relset_1;443
7568;thm;=(A,k3_xboole_0(A,A));443
8610;thm;r1_tarski-k3_tarski;443
19161;prm;v2_struct_0(A);442
1111;thm;r2_hidden-k3_relat_1;442
7754;thm;k2_zfmisc_1-k2_zfmisc_1;441
20004;prm;v2_wellord1-V;440
4177;thm;v5_tops_1(A,A);438
9477;thm;=(A,k5_xboole_0(A,A));437
10991;prm;v1_relat_1-k5_relat_1;437
10884;prm;k5_relat_1(k6_relat_1(A),A);437
659;thm;r1_tarski(A,k4_xboole_0(A,A));436
13338;prm;r1_tarski(k1_tarski(A),A);435
19339;prm;v5_orders_2-V;435
3621;thm;r1_ordinal1(k1_ordinal1(A),A);434
4988;thm;r1_tarski-k7_relset_1;433
16337;prm;k1_funct_2(A,A);431
13797;prm;=(k1_funct_1(A,A),A);431
6001;thm;r1_tarski(A,k1_tops_1(A,A));431
11102;prm;r1_tarski-k4_xboole_0;431
7398;thm;g1_orders_2;431
13761;prm;=-k2_zfmisc_1;431
11551;prm;k2_xboole_0(k2_enumset1(A,A,A,A),k1_enumset1(A,A,A));431
2098;thm;k10_relat_1(k1_xboole_0,A);431
8674;thm;r1_tmap_1-k3_tmap_1;430
7662;thm;=-k10_relat_1;430
123;thm;r3_lattice3;429
6476;thm;r1_tarski-k4_subset_1;428
12813;prm;k3_lattices(A,A,A);428
7505;thm;=(A,k1_tarski(A));428
1810;thm;k1_struct_0(A);427
11712;prm;k5_lattices(A);427
20271;prm;=-k1_mcart_1;427
6035;thm;r1_tarski-k1_zfmisc_1;427
9842;thm;=(A,k8_relat_1(A,A));427
2572;thm;k3_lattices(A,A,A);425
3881;thm;=-k2_subset_1;425
875;thm;m2_orders_2;425
1987;thm;k11_relat_1(A,A);425
1682;thm;k8_tmap_1;424
18432;prm;=(A,k4_tarski(A,A));424
20365;prm;r1_tarski(A,k1_relat_1(A));424
11402;prm;k2_mcart_1(A);423
916;thm;k3_xboole_0(k1_relat_1(A),A);423
562;thm;k2_zfmisc_1(A,k1_tarski(A));423
882;thm;k1_wellord1;423
2769;thm;=-k3_relat_1;422
53;thm;m1_subset_1(A,k1_zfmisc_1(k2_zfmisc_1(k1_relat_1(A),A)));421
16078;prm;=(A,u1_struct_0(A));421
17516;prm;=(k4_xboole_0(A,k4_xboole_0(A,A)),k3_xboole_0(A,A));421
10273;prm;k5_setfam_1-V;421
10807;prm;k4_xboole_0(A,k1_tarski(A));420
7282;thm;=-k2_enumset1;420
17491;prm;=-k5_xboole_0;420
1722;thm;v3_lattice3(A);419
2694;thm;r1_tarski(A,k5_xboole_0(A,A));417
10779;prm;k2_partfun1(u1_struct_0(A),u1_struct_0(A),A,u1_struct_0(A));416
13257;prm;r1_xboole_0-k1_tarski;416
2851;thm;m1_subset_1-k3_zfmisc_1;415
10900;prm;r1_tarski(A,k4_xboole_0(A,A));414
956;thm;m1_subset_1(k2_partfun1(A,A,A,A),k1_zfmisc_1(k2_zfmisc_1(A,A)));414
13600;prm;r2_yellow_0(A,A);414
975;thm;=(k1_tops_1(A,k2_struct_0(A)),k2_struct_0(A));414
14063;prm;=(A,k2_pre_topc(A,A));413
16352;prm;r1_tarski(k2_pre_topc(A,A),k2_pre_topc(A,A));413
13745;prm;=(A,k2_tarski(k4_tarski(A,A),k4_tarski(A,A)));412
18774;prm;=(k3_xboole_0(A,A),k1_xboole_0);412
11732;prm;v1_relat_2(A);411
14841;prm;k4_xboole_0(k2_xboole_0(A,A),A);411
11935;prm;m1_yellow_0-V;410
6631;thm;r1_tarski-k1_tarski;409
3407;thm;v1_funct_1;409
9026;thm;k1_funct_1-k5_relat_1;409
16477;prm;=-k2_lattices;408
1767;thm;r1_xboole_0-k1_relat_1;408
14048;prm;=-k6_subset_1;407
14205;prm;k6_domain_1-u1_struct_0;407
16850;prm;k6_subset_1(A,A);406
9450;thm;=(k2_zfmisc_1(A,A),k1_xboole_0);406
3916;thm;v1_finset_1-V;406
17903;prm;=-k10_relat_1;406
17137;prm;=-k7_relat_1;406
18601;prm;=(k1_lattices(A,A,A),A);406
16361;prm;=-k1_relset_1;405
19373;prm;=(A,k1_funct_1(A,A));405
12615;prm;g1_pre_topc;405
4832;thm;r1_tarski(k3_subset_1(A,A),k3_subset_1(A,A));405
7663;thm;v1_relat_1-V;404
2552;thm;k1_orders_2-V;404
911;thm;=(A,k1_yellow_0(A,A));404
1791;thm;v7_struct_0(A);404
13803;prm;=(k1_funct_1(A,A),k1_funct_1(A,A));402
10683;prm;v16_lattices;402
1559;thm;v12_waybel_0-V;402
5729;thm;=(u1_struct_0(A),A);400
9646;thm;r1_tarski(A,k8_relset_1(A,A,A,A));400
7677;thm;r2_hidden(k1_mcart_1(A),A);400
11722;prm;v7_waybel_0;397
12118;prm;=(k3_zfmisc_1(A,A,A),k2_zfmisc_1(k2_zfmisc_1(A,A),A));397
11800;prm;v12_waybel_0-V;397
1230;thm;k3_funct_2-V;396
2698;thm;=-k4_zfmisc_1;396
3324;thm;v5_relat_1;396
10740;prm;m1_yellow_6;395
16227;prm;=(g1_orders_2(A,A),g1_orders_2(A,A));395
12136;prm;v2_tops_1;395
15548;prm;=(k2_struct_0(A),u1_struct_0(A));394
7806;thm;r2_hidden-k1_funct_1;394
2520;thm;=-k3_funct_2;393
9677;thm;=-k6_enumset1;393
10441;prm;k4_waybel_0-V;393
14211;prm;=-k8_relat_1;392
3612;thm;l3_lattices;392
15056;prm;=(g1_pre_topc(u1_struct_0(A),u1_pre_topc(A)),A);391
5512;thm;=-k3_mcart_1;391
7429;thm;=(k5_relat_1(A,A),A);391
11352;prm;r2_hidden-k3_relat_1;391
5851;thm;r1_tarski-k2_tarski;391
10716;prm;k1_funct_1;390
10567;prm;k1_relat_1(k5_relat_1(A,A));390
5977;thm;k3_zfmisc_1(A,A,A);390
17271;prm;v2_tops_2(A,A);390
2661;thm;=(k2_enumset1(A,A,A,A),k2_enumset1(A,A,A,A));390
11271;prm;=-k2_wellord1;390
2977;thm;k4_zfmisc_1(A,A,A,A);389
17595;prm;r1_tarski-u1_struct_0;389
13525;prm;k3_subset_1(u1_struct_0(A),A);389
3961;thm;r1_tarski(k10_relat_1(A,A),A);389
964;thm;k6_waybel_0-V;389
6113;thm;=-k8_mcart_1;389
12051;prm;k1_struct_0(A);388
3551;thm;=(k4_xboole_0(A,A),k1_xboole_0);388
650;thm;=-k6_relat_1;388
6771;thm;r1_tarski(k2_tarski(A,A),k1_tarski(A));388
1922;thm;l1_waybel_0-V;387
2548;thm;v7_waybel_0-V;387
12307;prm;v4_lattices-V;386
3210;thm;k2_zfmisc_1-k2_tarski;385
3594;thm;=(A,k2_funct_1(A));385
223;thm;k2_relat_1(k8_relat_1(A,A));385
6455;thm;r2_hidden-k2_relat_1;385
11061;prm;v1_tex_2-V;384
13129;prm;r1_tarski(k2_relat_1(A),k2_relat_1(A));384
4634;thm;k9_subset_1(u1_struct_0(A),A,k2_pre_topc(A,A));383
8276;thm;=-g1_pre_topc;382
313;thm;k8_relset_1-u1_struct_0;382
2372;thm;k2_xboole_0(k2_enumset1(A,A,A,A),k2_tarski(A,A));382
4883;thm;m2_connsp_2(A,A,k6_domain_1(u1_struct_0(A),A));382
16365;prm;=(k2_relat_1(A),A);381
17639;prm;g1_orders_2;381
150;thm;k4_xboole_0(k5_xboole_0(A,A),A);381
18436;prm;=-g1_orders_2;381
12939;prm;=-k4_zfmisc_1;380
499;thm;m1_yellow_6;380
20111;prm;=-k5_relat_1;380
1034;thm;=(A,k2_subset_1(A));379
5665;thm;r1_xboole_0(k4_xboole_0(A,A),A);379
3097;thm;r1_tarski(k1_tarski(A),A);378
18930;prm;=(A,g1_orders_2(u1_struct_0(A),u1_orders_2(A)));377
14909;prm;v1_xboole_0-u1_struct_0;375
12183;prm;=(k1_relat_1(A),A);375
13462;prm;k4_xboole_0(A,k3_xboole_0(A,A));375
15915;prm;=-k1_tsep_1;375
7052;thm;r1_xboole_0(k1_relat_1(A),A);375
16297;prm;k2_partfun1(A,A,A,A);374
4964;thm;r1_tarski-k5_relat_1;374
2249;thm;=-k7_partfun1;373
19310;prm;=-k2_mcart_1;373
13768;prm;r2_lattices(A,A,A);373
12257;prm;k2_xboole_0(k1_enumset1(A,A,A),k2_tarski(A,A));373
14486;prm;k4_xboole_0-k2_xboole_0;372
820;thm;v1_tex_2-V;372
7524;thm;r1_tarski(A,k1_tarski(A));372
4440;thm;r1_tarski(k9_relat_1(A,A),A);372
6062;thm;k3_subset_1-V;372
3447;thm;v1_compts_1(A);372
8753;thm;v1_tdlat_3-V;372
5824;thm;u1_struct_0(k8_tmap_1(A,A));371
789;thm;r2_hidden(k4_tarski(A,A),k2_zfmisc_1(A,A));371
6564;thm;r1_tarski(k8_setfam_1(A,A),k8_setfam_1(A,A));371
16722;prm;=-k2_tops_1;370
6150;thm;k2_subset_1(A);370
4338;thm;k4_tarski-V;369
9013;thm;r1_tarski-k3_subset_1;369
11844;prm;v8_relat_2(A);369
11693;prm;k4_relat_1-V;369
16188;prm;k2_xboole_0(k4_xboole_0(A,A),A);368
5979;thm;k5_relat_1-k6_relat_1;368
14157;prm;v1_finset_1-V;368
5947;thm;k2_xboole_0(k4_xboole_0(A,A),A);368
3519;thm;=(k9_relat_1(A,A),k1_xboole_0);368
5448;thm;m1_subset_1(k6_relset_1(A,A,A,A),k1_zfmisc_1(k2_zfmisc_1(A,A)));368
11865;prm;=(A,g1_pre_topc(u1_struct_0(A),u1_pre_topc(A)));367
15262;prm;k9_subset_1-V;367
9097;thm;k4_xboole_0-k2_tarski;367
13881;prm;k2_zfmisc_1(k2_zfmisc_1(A,A),A);366
3742;thm;k4_mcart_1-V;366
1481;thm;v7_waybel_0;366
14050;prm;k4_subset_1-V;366
17825;prm;o_0_0_xboole_0;366
10931;prm;r1_tarski(A,k7_relat_1(A,A));366
8920;thm;v2_struct_0(A);365
1303;thm;k6_setfam_1-V;365
6486;thm;k5_relat_1(A,A);364
11486;prm;m1_subset_1(A,k4_zfmisc_1(A,A,A,A));364
771;thm;v2_yellow_0(A);364
11157;prm;k3_xboole_0(k1_relat_1(A),A);364
5398;thm;r2_hidden-k2_relset_1;363
6206;thm;r1_tarski(k2_zfmisc_1(A,A),k2_zfmisc_1(A,A));363
6047;thm;=(k2_xboole_0(k1_tarski(A),A),A);362
18;thm;k1_orders_2(A,k2_struct_0(A));362
15073;prm;r1_tarski(k3_subset_1(A,A),k3_subset_1(A,A));362
861;thm;r1_tarski-k4_xboole_0;361
1697;thm;k1_zfmisc_1-k2_xboole_0;361
12861;prm;v1_orders_2;360
10524;prm;r2_hidden(A,k1_ordinal1(A));360
214;thm;=(k4_xboole_0(k2_xboole_0(A,A),A),A);359
2725;thm;k2_xboole_0(k4_enumset1(A,A,A,A,A,A),k1_enumset1(A,A,A));359
17670;prm;=(k5_relat_1(A,A),A);358
18902;prm;=-k1_zfmisc_1;358
13792;prm;=(k4_xboole_0(A,A),k1_xboole_0);358
3787;thm;=(A,k7_relat_1(A,A));358
2056;thm;=-k1_relat_1;358
16336;prm;m1_yellow_0;358
6896;thm;=-k7_relat_1;358
6609;thm;k6_subset_1(A,A);357
10693;prm;=(k4_enumset1(A,A,A,A,A,A),k2_xboole_0(k1_enumset1(A,A,A),k1_enumset1(A,A,A)));357
1161;thm;k2_mcart_1(A);357
7145;thm;v1_compts_1-V;357
14433;prm;k11_lattice3;357
16088;prm;k1_mcart_1(A);356
19766;prm;k3_zfmisc_1-V;356
3171;thm;v1_finset_1(A);355
10179;thm;=(k7_relset_1(A,A,A,A),k2_relset_1(A,A,A));355
8425;thm;=(A,k4_xboole_0(A,A));355
663;thm;=(k3_xboole_0(A,A),k1_tarski(A));355
16447;prm;r1_tarski(k2_zfmisc_1(A,A),k2_zfmisc_1(A,A));355
16109;prm;v1_pre_topc-V;353
15991;prm;k7_setfam_1(A,k7_setfam_1(A,A));353
19254;prm;r1_tarski-k3_subset_1;353
3284;thm;k3_subset_1(u1_struct_0(A),A);353
4027;thm;=(k2_xboole_0(A,A),k5_xboole_0(A,k4_xboole_0(A,A)));353
4038;thm;=-k7_subset_1;352
12267;prm;k1_pre_topc;352
10582;prm;k4_xboole_0(A,k1_xboole_0);352
7385;thm;r1_tarski(A,k1_setfam_1(A));352
1245;thm;m1_subset_1(A,k4_zfmisc_1(A,A,A,A));351
15425;prm;=-k2_pre_topc;351
16872;prm;r1_tarski-k1_tarski;350
2904;thm;k1_tarski(k4_tarski(A,A));350
9525;thm;k3_zfmisc_1-V;350
14306;prm;k3_orders_2;349
14359;prm;k2_xboole_0-k3_enumset1;348
11773;prm;k6_partfun1-V;347
12597;prm;v1_relat_1(k6_relat_1(A));347
17267;prm;m1_subset_1-u1_struct_0;347
19734;prm;v1_lattice3-V;346
140;thm;r2_hidden(A,k1_funct_2(A,A));346
2101;thm;r1_tarski-k6_relat_1;346
13951;prm;m1_subset_1(A,k1_zfmisc_1(k1_zfmisc_1(u1_struct_0(A))));346
6989;thm;=(k4_xboole_0(A,k1_tarski(A)),A);346
3249;thm;k7_subset_1-k2_subset_1;345
16059;prm;r1_tarski-k1_relat_1;344
275;thm;k1_partfun1(u1_struct_0(A),u1_struct_0(A),u1_struct_0(A),u1_struct_0(A),A,A);344
5893;thm;r2_hidden-k5_partfun1;344
15505;prm;k4_subset_1-u1_struct_0;344
16178;prm;=-k5_enumset1;344
13425;prm;r2_hidden(A,k2_zfmisc_1(A,A));344
976;thm;k4_subset_1(k1_zfmisc_1(A),A,A);343
12778;prm;k5_tmap_1;343
15922;prm;=(A,k3_mcart_1(A,A,A));343
15970;prm;=(u1_struct_0(A),A);342
6481;thm;=-k2_tops_1;342
4887;thm;u1_struct_0-g1_pre_topc;342
13431;prm;k2_xboole_0-k2_relat_1;342
3494;thm;k7_setfam_1-u1_struct_0;340
14001;prm;v8_lattices(A);340
4611;thm;k3_xboole_0(A,k1_tarski(A));340
2961;thm;=(A,k4_lattices(A,A,A));340
15128;prm;u1_struct_0-g1_pre_topc;339
9452;thm;=(A,k9_subset_1(A,A,A));339
1373;thm;=(k2_pre_topc(A,A),A);338
20017;prm;v4_orders_2-V;338
3014;thm;k2_xboole_0(k2_xboole_0(k3_xboole_0(A,A),k3_xboole_0(A,A)),k3_xboole_0(A,A));338
2662;thm;r2_hidden-k2_mcart_1;337
13788;prm;=(k2_relset_1(A,A,A),k2_relat_1(A));337
7378;thm;k2_xboole_0(k1_tarski(A),k1_tarski(A));337
5506;thm;=(k8_relat_1(A,A),A);336
6120;thm;=-k1_relset_1;335
1888;thm;k2_xboole_0(k1_enumset1(A,A,A),k4_enumset1(A,A,A,A,A,A));335
6422;thm;=(k1_enumset1(A,A,A),k1_enumset1(A,A,A));335
2136;thm;v2_wellord1-k1_wellord2;335
4695;thm;k8_mcart_1;333
11037;prm;r1_tarski(A,k2_tarski(A,A));333
7114;thm;=-k13_lattice3;332
7796;thm;=(k3_funct_2(A,A,A,A),k1_funct_1(A,A));331
4171;thm;r1_xboole_0(k2_xboole_0(A,A),A);330
12918;prm;g1_orders_2(u1_struct_0(A),u1_orders_2(A));330
1217;thm;k5_setfam_1-u1_struct_0;330
710;thm;=(k3_xboole_0(A,A),k3_xboole_0(A,A));330
13735;prm;k7_setfam_1-u1_struct_0;330
2905;thm;r2_funct_2(u1_struct_0(A),u1_struct_0(A),k3_tmap_1(A,A,A,A,A),A);329
12761;prm;=-k3_funct_2;329
7053;thm;=(A,k1_zfmisc_1(A));329
34;thm;v1_funct_2(k3_tmap_1(A,A,k1_tsep_1(A,A,A),A,A),u1_struct_0(A),u1_struct_0(A));328
2402;thm;=(k2_relset_1(u1_struct_0(A),u1_struct_0(A),A),k2_struct_0(A));328
10464;prm;k2_relat_1(k8_relat_1(A,A));328
9638;thm;=(k1_relset_1(A,A,A),A);328
521;thm;k7_subset_1(u1_struct_0(A),A,k1_tops_1(A,A));328
377;thm;=(A,k3_lattices(A,A,A));328
6424;thm;k1_mcart_1-V;328
6579;thm;r1_tarski(k3_orders_2(A,A,A),k3_orders_2(A,A,A));328
12944;prm;=(g1_orders_2(u1_struct_0(A),u1_orders_2(A)),g1_orders_2(u1_struct_0(A),u1_orders_2(A)));327
3778;thm;r1_tmap_1(A,A,k2_tmap_1(A,A,A,A),A);327
17167;prm;=-k3_zfmisc_1;327
1982;thm;=(k10_relat_1(A,A),k1_xboole_0);326
1309;thm;=(k7_relat_1(A,A),k7_relat_1(A,A));325
2871;thm;u1_struct_0(k1_tsep_1(A,A,A));323
2448;thm;k7_filter_0(A,A,k7_filter_0(A,A,A));322
540;thm;k2_xboole_0-k5_enumset1;322
3155;thm;v3_ordinal1(A);322
1280;thm;=(k2_relat_1(A),k1_tarski(A));322
16242;prm;r1_tarski(A,k1_tops_1(A,A));322
15254;prm;r1_tarski(k2_relat_1(A),A);321
14667;prm;k2_zfmisc_1(k1_relat_1(A),A);321
19751;prm;k4_xboole_0-k1_tarski;320
6185;thm;k3_xboole_0(A,k2_xboole_0(A,A));320
1452;thm;k4_relat_1-V;319
6174;thm;k9_relat_1-k7_relat_1;319
7480;thm;k2_xboole_0-k2_xboole_0;319
6712;thm;v6_lattices(A);318
9069;thm;=-k2_mcart_1;318
4426;thm;k2_zfmisc_1(k1_relat_1(A),A);318
12333;prm;v1_tsep_1;317
15475;prm;g1_orders_2-u1_struct_0;317
905;thm;v8_pre_topc(A);316
16665;prm;k1_mcart_1-V;315
922;thm;k2_orders_2(A,A);313
2831;thm;k7_filter_1(A,A);312
14134;prm;=(k1_tops_1(A,A),A);312
4746;thm;=(k5_relat_1(k1_xboole_0,A),k1_xboole_0);312
12431;prm;=(A,k11_lattice3(A,A,A));310
10715;prm;v13_lattices;310
17355;prm;=-k13_lattice3;310
19824;prm;=-k7_setfam_1;310
8092;thm;m1_pre_topc(A,k1_tsep_1(A,A,A));310
10134;thm;r1_xboole_0-k2_xboole_0;310
2850;thm;v11_lattices;309
11859;prm;=-k11_mcart_1;308
14159;prm;k1_setfam_1-V;308
12688;prm;k7_relat_1(A,k3_xboole_0(A,A));307
8029;thm;r1_tarski(k5_xboole_0(A,A),A);306
5818;thm;r1_tarski-k1_relat_1;305
5567;thm;=(k7_setfam_1(A,A),k1_xboole_0);305
9;thm;r3_orders_2(A,A,A);305
3254;thm;r1_tarski-k8_relset_1;305
16180;prm;k7_subset_1-V;305
3681;thm;k2_tmap_1(A,k8_tmap_1(A,A),k9_tmap_1(A,A),A);305
4774;thm;r1_xboole_0(k1_tarski(A),k1_tarski(A));305
19631;prm;k3_relat_1;305
3241;thm;=(k8_relat_1(A,k1_xboole_0),k1_xboole_0);305
8914;thm;r2_relset_1(A,A,k1_partfun1(A,A,A,A,A,A),k6_partfun1(A));304
328;thm;k3_lattices-k4_lattices;304
211;thm;r2_hidden(A,k7_relset_1(A,A,A,A));304
17295;prm;k5_xboole_0-V;304
9505;thm;r1_tarski-k3_relat_1;304
16926;prm;v3_tdlat_3;303
699;thm;k4_lattices(A,k7_lattices(A,A),k7_lattices(A,A));303
4218;thm;k5_xboole_0(A,k3_xboole_0(A,A));302
16303;prm;k3_subset_1-V;302
2055;thm;r1_tarski(k1_tops_1(A,A),A);302
2157;thm;k3_xboole_0(A,k9_relat_1(A,A));301
5364;thm;=-k1_enumset1;301
3559;thm;v1_finset_1-k3_tarski;301
5583;thm;k5_relat_1(A,k6_relat_1(A));301
523;thm;v1_subset_1(A,u1_struct_0(A));300
13983;prm;k4_mcart_1-V;300
7054;thm;k5_xboole_0-V;300
841;thm;r1_tarski-k7_relat_1;300
11253;prm;k2_xboole_0-k1_xboole_0;299
2674;thm;k16_lattice3-V;299
13364;prm;k7_relset_1-V;298
13459;prm;k10_lattice3;298
5499;thm;k3_xboole_0(k4_xboole_0(A,A),A);298
12793;prm;k1_orders_2-V;297
10677;prm;r2_wellord1(A,A);297
18210;prm;u1_pre_topc-V;297
12039;prm;r2_hidden(A,k5_xboole_0(A,A));297
17238;prm;r2_hidden-k3_subset_1;297
13734;prm;=(A,k4_mcart_1(A,A,A,A));297
3823;thm;r1_tarski(k3_xboole_0(A,A),A);296
5993;thm;k2_xboole_0(A,k4_xboole_0(A,A));296
15605;prm;=-k1_enumset1;295
5999;thm;k4_yellow_0;295
17579;prm;=-u1_struct_0;295
13396;prm;v3_ordinal1(A);295
4773;thm;k2_zfmisc_1-k1_tarski;295
10813;prm;k2_zfmisc_1-k3_xboole_0;295
3882;thm;=-k7_relset_1;294
10651;prm;=-k9_relat_1;293
10771;prm;v1_tdlat_3;292
4372;thm;k7_setfam_1(A,A);292
12226;prm;k4_xboole_0(A,k2_xboole_0(A,A));291
3192;thm;k3_yellow_0;291
566;thm;k4_xboole_0(A,k1_tarski(A));291
1781;thm;k13_lattice3(A,k12_lattice3(A,A,A),A);291
1131;thm;k1_lattices(A,A,A);290
4245;thm;k4_xboole_0-k2_xboole_0;290
6529;thm;=(k5_relat_1(A,A),k6_relat_1(A));290
11315;prm;=(A,k10_relat_1(A,A));289
4031;thm;=(u1_struct_0(A),u1_struct_0(A));289
15650;prm;k6_enumset1(A,A,A,A,A,A,A,A);288
15482;prm;v8_relat_2-V;288
14034;prm;r4_wellord1-V;288
4473;thm;k4_xboole_0-k5_xboole_0;287
669;thm;r1_tsep_1(A,k1_tsep_1(A,A,A));287
4117;thm;k4_lattices-k3_lattices;286
15592;prm;r1_tarski(k7_relat_1(A,A),A);286
10455;prm;=(k4_xboole_0(k2_xboole_0(A,A),A),A);285
10840;prm;k7_enumset1(A,A,A,A,A,A,A,A,A);285
14899;prm;k2_tarski(k4_tarski(A,A),k4_tarski(A,A));285
6816;thm;=(A,k5_relat_1(A,A));284
4822;thm;r1_tarski(k10_relat_1(A,A),k10_relat_1(A,A));284
7224;thm;r1_tarski(k2_xboole_0(k2_tarski(A,A),A),A);284
10680;prm;r1_tmap_1(A,A,A,A);283
4209;thm;v4_tex_2-V;283
2303;thm;k8_setfam_1(A,A);283
16220;prm;k5_relat_1-k6_relat_1;283
15666;prm;l1_struct_0;283
6747;thm;=(A,k4_zfmisc_1(A,A,A,A));282
5982;thm;k4_xboole_0(A,k2_tarski(A,A));282
19137;prm;k2_xboole_0-k2_tarski;281
18215;prm;r1_tarski(A,k2_pre_topc(A,A));281
13915;prm;=(k9_subset_1(A,A,A),A);280
5672;thm;=-k4_mcart_1;279
16276;prm;r1_tarski-k1_zfmisc_1;279
15747;prm;=(k8_relat_1(A,A),A);279
4664;thm;=(k1_relat_1(A),k1_relat_1(A));279
4182;thm;r1_tarski(k5_partfun1(A,A,A),k5_partfun1(A,A,A));278
10758;prm;=(A,k3_tarski(A));278
12203;prm;k4_xboole_0(k2_tarski(A,A),A);278
11816;prm;=-k1_funct_1;277
12005;prm;v6_orders_2-V;277
14006;prm;v5_relat_1-V;277
8579;thm;v2_lattice3-V;277
1944;thm;=(k2_relset_1(A,A,k1_partfun1(A,A,A,A,A,A)),A);277
1742;thm;k6_relat_1(k1_relat_1(A));277
3197;thm;r1_tarski-k5_xboole_0;276
16646;prm;v5_pre_topc-k3_tmap_1;275
14775;prm;r1_tarski(k2_tops_1(A,A),A);274
17765;prm;r1_tarski(A,k1_tarski(A));274
2771;thm;k3_tmap_1(A,A,k1_tsep_1(A,A,A),A,A);274
18249;prm;r1_tarski-k3_xboole_0;273
7354;thm;r1_tarski-u1_struct_0;273
3016;thm;r1_xboole_0-k1_tarski;273
5569;thm;r2_hidden(A,k8_relset_1(A,A,A,A));273
20136;prm;=(k2_relat_1(A),k1_xboole_0);272
16876;prm;=(k2_enumset1(A,A,A,A),k1_tarski(A));271
14671;prm;k2_xboole_0(k2_tarski(A,A),k1_tarski(A));271
15205;prm;r1_tarski-k5_relat_1;268
191;thm;r1_tarski-k10_relat_1;268
10288;prm;v1_relat_1(k3_xboole_0(A,A));268
14133;prm;k3_yellow_1;267
17258;prm;=(k4_xboole_0(k2_tarski(A,A),A),k1_tarski(A));267
716;thm;r2_relset_1(A,A,k5_relset_1(A,A,A,A),A);267
16459;prm;r2_hidden(A,u1_struct_0(A));267
10336;prm;m1_subset_1(k5_relset_1(A,A,A,A),k1_zfmisc_1(k2_zfmisc_1(A,A)));267
6156;thm;k7_subset_1(u1_struct_0(A),k2_struct_0(A),A);266
17995;prm;k2_zfmisc_1-k2_zfmisc_1;266
10262;prm;v2_funct_1(k2_funct_1(A));266
5972;thm;v1_pre_topc(A);266
468;thm;v4_yellow_0-V;265
1489;thm;v1_funct_2-u1_struct_0;265
2069;thm;m1_subset_1(k1_tarski(A),k1_zfmisc_1(A));264
