f_number;thm_prm;feature;importance
14175;prm;=(k4_xboole_0(A,A),k4_xboole_0(A,A));0.14345499743950163
11049;prm;r4_tsep_1(A,A,A);0.1434184116365109
1486;thm;k2_relset_1-k4_relset_1;0.1433992903225806
1944;thm;=(k2_relset_1(A,A,k1_partfun1(A,A,A,A,A,A)),A);0.14334397689530692
2478;thm;r2_hidden(A,k5_waybel_0(A,A));0.14333611204819283
703;thm;=(k8_mcart_1(A,A,A,A,A),A);0.14287111920981022
6130;thm;m1_subset_1(A,u1_struct_0(k2_tsep_1(A,A,A)));0.1428612749450549
5253;thm;=(k5_xboole_0(A,A),k1_xboole_0);0.14285973999999993
7954;thm;=(A,k1_mcart_1(A));0.14264329469635614
4894;thm;=(k3_enumset1(A,A,A,A,A),k2_enumset1(A,A,A,A));0.1425748452830189
20213;prm;=(k2_relat_1(k7_relat_1(A,A)),k9_relat_1(A,A));0.14250971899999998
403;thm;r2_wellord1-k3_relat_1;0.14223161199999995
5587;thm;=(A,k1_relat_1(A));0.14216282605970146
861;thm;r1_tarski-k4_xboole_0;0.142111561102493
7484;thm;=(k8_relset_1(A,A,A,k7_relset_1(A,A,A,A)),A);0.14210973099821728
12605;prm;l1_lattices(A);0.14209806051946475
13761;prm;=-k2_zfmisc_1;0.1420389964385152
2245;thm;r1_xboole_0;0.14202134309905118
6367;thm;=(k5_relat_1(k6_relat_1(A),k6_relat_1(A)),k6_relat_1(k3_xboole_0(A,A)));0.14195760588235296
12398;prm;k3_xboole_0(A,k9_relat_1(A,A));0.1418321909090909
1970;thm;m1_setfam_1-u1_struct_0;0.14176733863636357
18700;prm;r1_tarski(A,k2_tops_1(A,A));0.14150737272727273
8687;thm;=-k2_tarski;0.1413646726474119
12338;prm;m1_subset_1(A,k1_zfmisc_1(u1_struct_0(A)));0.14117674357472912
188;thm;k1_enumset1(A,A,A);0.140779991110555
4173;thm;=(k2_xboole_0(k2_tarski(A,A),k2_tarski(A,A)),k1_enumset1(A,A,A));0.14067401428571427
4177;thm;v5_tops_1(A,A);0.14059856579908672
540;thm;k2_xboole_0-k5_enumset1;0.14040578399378884
16240;prm;k4_yellow_0;0.14031371641791038
11250;prm;k2_tops_1;0.14015234493489576
2212;thm;r2_hidden(k4_tarski(A,A),A);0.14013355895777027
15613;prm;k1_zfmisc_1(k2_zfmisc_1(k1_tarski(A),A));0.14012666666666665
62;thm;=-k3_lattices;0.14004398589236525
3710;thm;m1_subset_1(A,k1_zfmisc_1(k1_zfmisc_1(u1_struct_0(A))));0.13987338119913412
2384;thm;v3_pre_topc(k9_subset_1(u1_struct_0(A),A,A),A);0.13983678571428573
12255;prm;k2_struct_0;0.13960217702549568
12813;prm;k3_lattices(A,A,A);0.1395187425
1256;thm;=(k2_relset_1(A,A,A),k1_xboole_0);0.1394555
13434;prm;k5_enumset1-V;0.1394460924458874
6885;thm;k7_filter_0(A,A,A);0.1394012933802523
11514;prm;k2_zfmisc_1(u1_struct_0(k1_tsep_1(A,A,A)),u1_struct_0(A));0.13938381875000003
3218;thm;k10_lattice3;0.1392892494515151
10379;prm;v3_tex_2;0.13919557443676212
914;thm;u1_orders_2(A);0.13915350272113688
13867;prm;u1_pre_topc(A);0.1390999649714912
1074;thm;=(A,k10_relat_1(A,A));0.1388996107692308
16694;prm;k2_relat_1(A);0.1387320490986876
10967;prm;k2_zfmisc_1(k3_xboole_0(A,A),k3_xboole_0(A,A));0.13861572269938652
16700;prm;m1_subset_1-k4_subset_1;0.1386141306103286
2372;thm;k2_xboole_0(k2_enumset1(A,A,A,A),k2_tarski(A,A));0.13856815413612567
4480;thm;k5_relat_1-V;0.13856332853451045
11111;prm;m1_subset_1-k1_orders_2;0.13831485416666675
7468;thm;r1_tarski(k3_tarski(A),A);0.13828109925102866
7887;thm;=(k4_xboole_0(k2_xboole_0(A,k1_tarski(A)),k1_tarski(A)),k2_xboole_0(k4_xboole_0(A,k1_tarski(A)),k1_tarski(A)));0.13821100357142863
12327;prm;k1_tops_1(A,k2_pre_topc(A,A));0.1381344981481481
7662;thm;=-k10_relat_1;0.1381150667418605
14885;prm;a_2_1_orders_2-V;0.13807920925925926
12688;prm;k7_relat_1(A,k3_xboole_0(A,A));0.13805944749185675
14001;prm;v8_lattices(A);0.13787384665588215
28;thm;=(A,k7_relset_1(A,A,A,A));0.13752898548387096
15064;prm;r1_lattices(A,A,A);0.13740602172924857
4822;thm;r1_tarski(k10_relat_1(A,A),k10_relat_1(A,A));0.13738683172535224
4600;thm;k4_xboole_0(k2_xboole_0(A,A),A);0.13734393166249997
11391;prm;v2_lattice3;0.13723372927707717
278;thm;v1_funct_2-k1_xboole_0;0.13716980276119398
1387;thm;=(k2_tops_1(A,A),k7_subset_1(u1_struct_0(A),k2_pre_topc(A,A),A));0.13714402590909094
2613;thm;k2_xboole_0-V;0.1370241849720005
12480;prm;v4_orders_2(A);0.13700361244482465
2552;thm;k1_orders_2-V;0.13695321113613862
11324;prm;=(k12_lattice3(A,A,A),k11_lattice3(A,A,A));0.13692040384615384
5312;thm;r1_tarski-k7_subset_1;0.1368821309424084
3783;thm;v1_funct_2-V;0.1366260968815736
563;thm;v1_funct_1-k1_xboole_0;0.13636491538461537
530;thm;v1_tdlat_3;0.1363636023841166
19155;prm;r2_relset_1(A,A,k1_partfun1(A,A,A,A,A,A),k6_partfun1(A));0.13636064231884065
13268;prm;k4_lattices(A,k6_lattices(A),A);0.13627228333333338
10460;prm;k2_yellow_1(A);0.13609691199999993
19043;prm;=(k4_xboole_0(A,k3_xboole_0(A,A)),k2_xboole_0(k4_xboole_0(A,A),k4_xboole_0(A,A)));0.1359897781981983
19852;prm;k3_yellow_0-V;0.13593059753086423
20280;prm;r1_tarski(k9_relat_1(A,A),k2_relat_1(A));0.13581034137931033
16397;prm;k7_subset_1(u1_struct_0(A),k2_struct_0(A),A);0.13565176289473682
3505;thm;k4_subset_1-k3_subset_1;0.135371764785553
2589;thm;=(k3_orders_2(A,A,A),k3_orders_2(A,A,A));0.1353406448275862
6513;thm;=-k3_waybel_0;0.13527819018518525
10749;prm;v5_ordinal1-V;0.13526858119402982
1275;thm;k7_relat_1-k1_relat_1;0.1351480216666666
18249;prm;r1_tarski-k3_xboole_0;0.13513083040293014
6980;thm;=(A,k12_lattice3(A,A,A));0.13511837805555557
7578;thm;r2_hidden(A,k2_zfmisc_1(k1_tarski(A),k2_tarski(A,A)));0.13499551666666665
11418;prm;=(k5_partfun1(A,A,A),k1_tarski(A));0.1348823076923077
2652;thm;r2_hidden(A,k8_setfam_1(A,A));0.13483145322580642
19115;prm;k1_zfmisc_1(u1_struct_0(k1_pre_topc(A,A)));0.13481369999999998
9131;thm;k8_relset_1-k1_tarski;0.13472889309090907
19254;prm;r1_tarski-k3_subset_1;0.13468080076487246
17181;prm;m1_subset_1(A,k2_zfmisc_1(A,A));0.13420815714285714
16303;prm;k3_subset_1-V;0.13398507443708596
769;thm;r3_binop_1-k1_domain_1;0.13395162631578947
8150;thm;u1_struct_0(k2_yellow_1(u1_pre_topc(A)));0.13394050000000002
1509;thm;k1_zfmisc_1(u1_struct_0(k6_tmap_1(A,A)));0.13385922
8499;thm;=-k3_subset_1;0.13379093187556895
1804;thm;k9_tmap_1(A,A);0.1337838264367817
15808;prm;=(k7_setfam_1(A,A),k1_xboole_0);0.13360387450980393
4276;thm;v1_funct_2(A,A,A);0.13354223589473702
15014;prm;k2_zfmisc_1-k1_tarski;0.13338669381578952
4633;thm;=(k9_subset_1(u1_struct_0(A),A,A),k1_tarski(A));0.133375
1030;thm;=-k2_wellord1;0.13332293558441546
15346;prm;k2_yellow19;0.13319990624999997
12041;prm;r2_waybel_0;0.1331814733132531
13601;prm;u1_struct_0-k6_tmap_1;0.13311009599999996
16269;prm;=;0.1330639981820029
504;thm;k3_tmap_1(A,A,A,A,A);0.1329494816874493
879;thm;k7_relat_1-k7_relat_1;0.13293685393356636
2529;thm;v1_subset_1-k6_domain_1;0.1327844198901098
14801;prm;=(u1_pre_topc(A),k5_tmap_1(A,A));0.13264778500000002
13456;prm;r1_tarski-k1_relset_1;0.13257616818181817
363;thm;r2_hidden-k4_relset_1;0.1325739575808824
2531;thm;r2_lattice3(A,k3_waybel_0(A,A),A);0.13243213787878783
6206;thm;r1_tarski(k2_zfmisc_1(A,A),k2_zfmisc_1(A,A));0.13233756669531666
14259;prm;r1_tarski-u1_pre_topc;0.13216508333333335
2026;thm;k1_pre_topc;0.1321191504166667
14498;prm;k2_xboole_0(k1_tarski(A),k3_enumset1(A,A,A,A,A));0.13208702714285706
11370;prm;=(k2_wellord1(A,A),k7_relat_1(k8_relat_1(A,A),A));0.1320718235294118
4857;thm;k6_relat_1(k2_relat_1(A));0.13200693305084743
15375;prm;m1_subset_1-V;0.13200153598863934
7172;thm;=(k4_xboole_0(k1_tarski(A),k1_tarski(A)),k1_xboole_0);0.1319427435897436
2888;thm;r1_tarski(k2_relat_1(A),k2_relat_1(A));0.13193787999999995
7030;thm;v2_tops_2(A,A);0.13165533630434795
1273;thm;k2_zfmisc_1(u1_struct_0(k1_tsep_1(A,A,A)),u1_struct_0(A));0.13158477139705868
804;thm;r1_tarski(k3_relat_1(A),A);0.13152705960300426
4245;thm;k4_xboole_0-k2_xboole_0;0.13139739940689657
15131;prm;=(k7_relat_1(A,A),A);0.13139734437355569
12933;prm;m1_subset_1-k1_relset_1;0.13113040179104485
9493;thm;v1_lattice3-V;0.1309577159670783
11428;prm;r2_hidden(k3_subset_1(A,A),A);0.1309436390697674
3193;thm;k5_enumset1-V;0.13091071228322898
2150;thm;k6_partfun1;0.1308862236796537
3881;thm;=-k2_subset_1;0.13086987058823538
6316;thm;=(u1_struct_0(k6_tmap_1(A,A)),u1_struct_0(A));0.13077041794871797
17639;prm;g1_orders_2;0.13076115109002642
12642;prm;k15_lattice3;0.13060314425641023
1900;thm;v17_lattices;0.13059979056779464
17320;prm;=-k1_xboole_0;0.13056659748945154
3249;thm;k7_subset_1-k2_subset_1;0.13034957510144932
17221;prm;=(A,k12_lattice3(A,A,A));0.13028840400000002
7282;thm;=-k2_enumset1;0.13016263329285715
14532;prm;=(A,k2_tarski(A,A));0.13003986896045197
14264;prm;r1_tarski-k2_relset_1;0.1299390952380953
4748;thm;k3_xboole_0-k2_relat_1;0.12987412083333336
1792;thm;r1_tarski(k2_relat_1(k7_relat_1(A,k1_tarski(A))),k1_tarski(k1_funct_1(A,A)));0.12985525
1820;thm;=-k3_enumset1;0.12970845243176166
1161;thm;k2_mcart_1(A);0.1297040534565827
2097;thm;m1_subset_1(A,k1_zfmisc_1(u1_struct_0(A)));0.12946983445872737
10865;prm;=(k2_xboole_0(k1_tarski(A),A),k1_xboole_0);0.12941050789473685
2994;thm;k8_relset_1-k2_tmap_1;0.129354325
1052;thm;k1_funct_1-k2_funct_1;0.1291584635416666
1169;thm;r1_tarski(k1_setfam_1(A),k3_tarski(A));0.12906057933884302
624;thm;=(k2_xboole_0(k1_tarski(A),A),k1_xboole_0);0.12903053036363626
13745;prm;=(A,k2_tarski(k4_tarski(A,A),k4_tarski(A,A)));0.12897733861650487
13274;prm;v5_orders_2;0.12892836791452172
14459;prm;k5_xboole_0(A,k3_xboole_0(A,A));0.12879040895522387
16180;prm;k7_subset_1-V;0.1287801637704917
12286;prm;r1_tarski-k9_relat_1;0.12857859812499997
14122;prm;=-k2_subset_1;0.12849020312499998
1788;thm;l1_struct_0-V;0.12840755466919543
9238;thm;k4_relat_1;0.1279267534389312
3078;thm;=(A,k7_subset_1(A,A,A));0.12788179881585712
15212;prm;k2_xboole_0(k2_xboole_0(A,A),A);0.12761851116379305
18822;prm;k4_xboole_0-k4_xboole_0;0.12757278441774508
319;thm;k4_zfmisc_1-V;0.12749342420540544
4626;thm;r2_hidden(k4_tarski(A,A),k2_zfmisc_1(A,k1_tarski(A)));0.1274357297297297
8727;thm;=(A,k1_enumset1(A,A,A));0.1273516255672897
12056;prm;v3_pre_topc;0.1273156967329771
15717;prm;=(k13_lattice3(A,A,A),k10_lattice3(A,A,A));0.1272854525423728
12939;prm;=-k4_zfmisc_1;0.1272526260736841
19519;prm;k3_yellow_1-V;0.12704637437499997
6150;thm;k2_subset_1(A);0.1269864508918919
15202;prm;r2_hidden(k4_tarski(A,A),k5_relat_1(A,k6_relat_1(A)));0.12697894000000004
14359;prm;k2_xboole_0-k3_enumset1;0.12686663997126443
150;thm;k4_xboole_0(k5_xboole_0(A,A),A);0.12685238662729673
18928;prm;=-k2_tarski;0.12684087293589766
1873;thm;=(k2_zfmisc_1(A,k1_tarski(A)),k1_xboole_0);0.12673841923076923
17293;prm;r1_xboole_0(k1_relat_1(A),A);0.12668346602620106
4218;thm;k5_xboole_0(A,k3_xboole_0(A,A));0.1265330672900662
17167;prm;=-k3_zfmisc_1;0.12630719877370042
12786;prm;v4_pre_topc-V;0.12618706415210004
10685;prm;v5_pre_topc(A,A,A);0.12617338869592498
9;thm;r3_orders_2(A,A,A);0.12610098144262286
4496;thm;r2_hidden-k1_relset_1;0.12609729413978496
7174;thm;k1_relat_1-V;0.12603141465243764
13762;prm;=(k5_relat_1(k6_relat_1(A),A),A);0.125862
10651;prm;=-k9_relat_1;0.12578409894197945
13257;prm;r1_xboole_0-k1_tarski;0.12557647173076925
5497;thm;k2_xboole_0(k1_tarski(A),k2_enumset1(A,A,A,A));0.1253987549019607
610;thm;r1_tarski(k8_relset_1(u1_struct_0(A),u1_struct_0(A),A,A),u1_struct_0(A));0.12535155666666664
4192;thm;k11_lattice3;0.12530876449999998
705;thm;k1_relat_1-k6_subset_1;0.12529356513513515
12748;prm;=-k5_partfun1;0.12504883086419755
5736;thm;r2_hidden(A,k1_relat_1(k5_relat_1(A,k6_relat_1(A))));0.12486774705882352
13901;prm;m1_subset_1(k2_pre_topc(A,A),k1_zfmisc_1(u1_struct_0(A)));0.12482909669064755
11087;prm;k2_tsep_1;0.1244184730072419
141;thm;v3_tops_1;0.12412806240000003
17100;prm;=(A,k9_subset_1(u1_struct_0(A),A,A));0.12411638476190477
18767;prm;k10_relat_1-k1_xboole_0;0.12407380919999995
12163;prm;l1_waybel_0-V;0.12384467516172507
11181;prm;k8_relat_1-V;0.12374632099772974
452;thm;=(k4_enumset1(A,A,A,A,A,A),k2_xboole_0(k1_enumset1(A,A,A),k1_enumset1(A,A,A)));0.1236472357142857
16088;prm;k1_mcart_1(A);0.12345777118258407
11030;prm;r2_hidden(k4_tarski(A,A),k2_zfmisc_1(A,A));0.12333952993511449
4804;thm;k3_xboole_0(A,k4_xboole_0(A,A));0.12333846478378387
2699;thm;k2_enumset1(A,A,A,A);0.12313114837153898
4737;thm;k9_relat_1-k1_xboole_0;0.12299747391304347
3359;thm;r2_yellow_0(A,A);0.12288584720078934
9132;thm;=(A,k1_funct_1(A,A));0.12252295210053613
11729;prm;m1_subset_1-k2_tmap_1;0.12241900909090911
10560;prm;k4_zfmisc_1-V;0.12236289310721551
7868;thm;=(A,k8_mcart_1(A,A,A,A,A));0.122327
17903;prm;=-k10_relat_1;0.12229667532512298
2851;thm;m1_subset_1-k3_zfmisc_1;0.12226605008192781
8972;thm;=(k4_xboole_0(k1_tarski(A),k1_tarski(A)),k1_tarski(A));0.12219814090909087
3416;thm;k3_waybel_9;0.12216117333333333
11654;prm;=-k9_mcart_1;0.1220538842574257
1051;thm;r2_relset_1-V;0.12204574082554172
5816;thm;k9_relat_1(A,k3_xboole_0(A,A));0.12188367561576358
18030;prm;=(A,k13_lattice3(A,A,A));0.12179938762962965
6739;thm;=(k3_relat_1(k1_tarski(k4_tarski(A,A))),k1_tarski(A));0.12175993636363636
5113;thm;r1_tsep_1(k1_tsep_1(A,A,A),A);0.12171148730569949
17491;prm;=-k5_xboole_0;0.12166236895238097
6781;thm;v1_borsuk_1-V;0.1215104935274723
17619;prm;k2_xboole_0(k1_tarski(A),k1_tarski(A));0.1214270779646018
16602;prm;k1_funct_1(A,k1_funct_1(A,A));0.12134346547520658
12859;prm;k2_xboole_0(A,k2_tarski(A,A));0.12101235318769216
13760;prm;=(k9_relat_1(A,A),k1_xboole_0);0.12093901515151516
535;thm;=(k8_relat_1(A,A),k5_relat_1(A,k6_relat_1(A)));0.12093166000000002
18163;prm;r1_xboole_0-k1_xboole_0;0.12081820534653501
18150;prm;=-k4_lattices;0.12070263213309343
18576;prm;m1_subset_1-u1_pre_topc;0.12059864643564357
10002;thm;=(k1_enumset1(A,A,A),k2_tarski(A,A));0.120574987755102
926;thm;k2_xboole_0-k2_zfmisc_1;0.12049168714285714
11325;prm;v1_funct_1(k2_tmap_1(A,A,A,A));0.12045677611650485
2224;thm;k3_subset_1-k4_subset_1;0.120382469879518
12797;prm;m1_subset_1(k6_subset_1(A,A),k1_zfmisc_1(A));0.12034339999999999
1532;thm;k6_partfun1-V;0.12028228385737172
1905;thm;r1_tsep_1(A,A);0.12012770281621218
10382;prm;v3_tops_1;0.12009645237499994
9936;thm;r1_tarski-k2_tops_1;0.12005999818840574
13533;prm;v1_tops_2(A,A);0.11991178832062083
13599;prm;k1_subset_1(A);0.11986950300500823
1131;thm;k1_lattices(A,A,A);0.11973973093103457
12008;prm;r1_xboole_0-k1_relat_1;0.1197275625
6062;thm;k3_subset_1-V;0.1196977660215054
16988;prm;=(A,k4_zfmisc_1(A,A,A,A));0.1195411954
7223;thm;k7_subset_1-k2_pre_topc;0.11946947612903222
10735;prm;r1_tarski(k2_pre_topc(A,k9_subset_1(u1_struct_0(A),A,A)),k9_subset_1(u1_struct_0(A),k2_pre_topc(A,A),k2_pre_topc(A,A)));0.11946608571428571
4527;thm;a_2_0_lattice3;0.11937048750000001
14455;prm;=(k7_relset_1(A,A,A,A),k9_relat_1(A,A));0.11927955980198016
271;thm;k2_tops_1(A,k4_subset_1(u1_struct_0(A),A,A));0.11924878977272722
3347;thm;v5_funct_1-V;0.11924795272575242
13145;prm;k1_tarski(k4_tarski(A,A));0.11922771834196891
15850;prm;r1_tarski(k7_relat_1(A,A),k7_relat_1(A,A));0.11903502986046512
19902;prm;=(k2_xboole_0(A,A),A);0.11903026543311697
13379;prm;r2_orders_2-V;0.11887480292063482
11730;prm;v1_funct_2-u1_struct_0;0.11886300435970154
11189;prm;r8_relat_2-V;0.11885956969696969
10716;prm;k1_funct_1;0.11873414516923085
8230;thm;m1_subset_1(k2_tarski(A,A),k1_zfmisc_1(A));0.11870945454545456
43;thm;k8_relset_1(A,A,A,k7_relset_1(A,A,A,A));0.11866262855785109
9661;thm;=(k2_xboole_0(A,A),A);0.11861705431975102
2865;thm;=(k2_relat_1(k5_relat_1(A,A)),k9_relat_1(A,k2_relat_1(A)));0.11859948669724771
256;thm;k5_relat_1(k2_funct_1(A),A);0.11859062033898303
3518;thm;k3_xboole_0(k1_tarski(A),A);0.11851459600000006
9069;thm;=-k2_mcart_1;0.11849629106289308
18273;prm;v1_relat_1-k4_xboole_0;0.11849477004950495
447;thm;=(A,k16_lattice3(A,A));0.1184536155405405
4634;thm;k9_subset_1(u1_struct_0(A),A,k2_pre_topc(A,A));0.1184259643342037
16447;prm;r1_tarski(k2_zfmisc_1(A,A),k2_zfmisc_1(A,A));0.11839643146197168
3014;thm;k2_xboole_0(k2_xboole_0(k3_xboole_0(A,A),k3_xboole_0(A,A)),k3_xboole_0(A,A));0.11835395008875742
5398;thm;r2_hidden-k2_relset_1;0.1183521502203857
11722;prm;v7_waybel_0;0.11801149636272042
10797;prm;v13_waybel_0(A,k3_yellow_1(A));0.11789894347826087
755;thm;r1_tarski-k2_xboole_0;0.11776564666076722
2180;thm;m1_connsp_2(k4_subset_1(u1_struct_0(A),A,A),A,A);0.11762597547169798
19090;prm;=(k4_subset_1(A,A,A),A);0.11760788534482758
12674;prm;r1_tarski(k1_relat_1(A),A);0.11743329685606056
15970;prm;=(u1_struct_0(A),A);0.11742172235672496
960;thm;r1_xboole_0(A,k3_subset_1(A,A));0.11728509705607473
15319;prm;k3_relat_1-V;0.11724787578571434
11935;prm;m1_yellow_0-V;0.11720960539804863
19751;prm;k4_xboole_0-k1_tarski;0.11708184578125005
2937;thm;=-k1_wellord1;0.117066
14863;prm;k4_lattices;0.11704525469032247
5730;thm;=-k5_waybel_0;0.11665736818181821
916;thm;k3_xboole_0(k1_relat_1(A),A);0.11653744283687957
13648;prm;v1_funct_1;0.11653712864116092
18183;prm;=-k4_enumset1;0.11651224333982911
13373;prm;v1_relat_1-k2_funct_1;0.11638864086581496
1489;thm;v1_funct_2-u1_struct_0;0.116036774373585
11399;prm;v4_relat_2;0.11601458124999997
16270;prm;k3_enumset1;0.11584338013844382
14336;prm;u1_struct_0-V;0.11577719748596112
3352;thm;=-k1_tops_1;0.11554201389544691
8602;thm;k2_funct_1;0.1153872341378027
20243;prm;=(k1_enumset1(A,A,A),k2_tarski(A,A));0.11534334523809515
1652;thm;k5_partfun1-V;0.11526173052581573
7942;thm;=-k4_enumset1;0.11519929664395892
11446;prm;v13_waybel_0-V;0.11501696976562503
2092;thm;v1_tsep_1;0.11496997219755113
14006;prm;v5_relat_1-V;0.11487914167148014
5144;thm;k11_mcart_1-V;0.11476139298924712
13709;prm;r2_hidden(k4_tarski(A,A),k5_relat_1(k6_relat_1(A),A));0.11472171578947368
2700;thm;k3_xboole_0(A,k3_xboole_0(A,A));0.11469230625000001
454;thm;k6_relat_1-k1_xboole_0;0.11467594347826088
4679;thm;v4_pre_topc(k6_waybel_0(A,A),A);0.11464296666666667
10497;prm;k5_relat_1(k2_funct_1(A),A);0.114636
10913;prm;v1_funct_1-k3_tmap_1;0.11444060022530327
11854;prm;r1_borsuk_1;0.1143778625
4779;thm;k1_tops_1(A,k1_struct_0(A));0.11412936428571428
1095;thm;k2_relat_1(k3_xboole_0(A,A));0.11407777280487807
11167;prm;k2_xboole_0-k2_zfmisc_1;0.11385514782608692
10536;prm;r1_tarski(k1_zfmisc_1(A),k1_zfmisc_1(A));0.11381091940298502
6643;thm;=(k5_enumset1(A,A,A,A,A,A,A),k2_tarski(A,A));0.11372479232558139
2078;thm;v2_relat_1-V;0.11359977083333335
12308;prm;k7_relat_1(A,k1_xboole_0);0.11351624086021504
10432;prm;r1_tarski-k10_relat_1;0.11350887059322033
6829;thm;=(A,k1_tarski(k4_tarski(A,A)));0.11340764251851855
10464;prm;k2_relat_1(k8_relat_1(A,A));0.11339113018292679
16717;prm;r1_tarski-k4_subset_1;0.11338941499999995
18277;prm;=(k3_relat_1(A),A);0.11326673587074836
14484;prm;k5_relset_1(A,A,A,A);0.11323133766839373
10554;prm;k8_relset_1-u1_struct_0;0.1131479613043478
14063;prm;=(A,k2_pre_topc(A,A));0.11300634801452776
6757;thm;=(k9_relat_1(A,A),A);0.11286103817757002
6056;thm;k2_partfun1(A,A,A,A);0.1128197966153848
5095;thm;k2_xboole_0-k4_enumset1;0.11265593228353989
7481;thm;k7_lattice3(A);0.11262784809672381
13746;prm;k4_subset_1-k3_subset_1;0.11253871818181818
3922;thm;v1_funct_2-k1_tarski;0.11240675795053015
562;thm;k2_zfmisc_1(A,k1_tarski(A));0.1123926951063831
3294;thm;r2_hidden-k4_zfmisc_1;0.11230194326530589
14141;prm;=(k1_lattices(A,k2_lattices(A,A,A),A),A);0.1120438
2769;thm;=-k3_relat_1;0.11200965620853083
258;thm;v1_compts_1-k1_pre_topc;0.11186718039999997
2822;thm;k3_xboole_0(k2_zfmisc_1(A,A),k2_zfmisc_1(A,A));0.1113734648897637
12141;prm;v17_lattices;0.11129718734453774
4478;thm;v4_relat_1;0.11122671836257299
748;thm;k9_mcart_1-V;0.11121171296275505
9477;thm;=(A,k5_xboole_0(A,A));0.11120333727688783
1360;thm;k1_connsp_2-V;0.11088635
14972;prm;k2_xboole_0(k1_tarski(A),k1_enumset1(A,A,A));0.11060829762711864
7430;thm;r1_xboole_0(k2_relat_1(A),k2_relat_1(A));0.11059688000000001
13202;prm;=(A,k4_lattices(A,A,A));0.11056534847522924
11545;prm;k1_tarski(k1_xboole_0);0.11054175103773578
3199;thm;v6_tops_1;0.11050481162406015
8508;thm;k4_xboole_0-V;0.11046911540418863
11203;prm;=-k4_relat_1;0.11034903484673717
1225;thm;r2_hidden(A,k2_zfmisc_1(k1_tarski(A),k1_tarski(A)));0.1102458168674699
8187;thm;k7_subset_1(u1_struct_0(A),k2_struct_0(A),k7_subset_1(u1_struct_0(A),k2_struct_0(A),A));0.11023655689655171
3474;thm;=(k4_xboole_0(A,k2_tarski(A,A)),k1_xboole_0);0.11004877431137719
10124;thm;r1_tarski(A,k1_relat_1(A));0.10995224379396977
10680;prm;r1_tmap_1(A,A,A,A);0.10994687955371014
15425;prm;=-k2_pre_topc;0.10990943155840449
7503;thm;r1_lattice3-k2_xboole_0;0.1098936818181818
3263;thm;k2_xboole_0(k3_xboole_0(A,A),k4_xboole_0(A,A));0.10989115396825407
13211;prm;k2_pre_topc(A,k1_tops_1(A,A));0.10987225000000002
2831;thm;k7_filter_1(A,A);0.10980394990384604
6476;thm;r1_tarski-k4_subset_1;0.10978905303271026
15529;prm;r2_hidden(k1_funct_1(A,A),k1_relat_1(A));0.10969944819277112
18950;prm;=-k1_subset_1;0.10969608484848485
5824;thm;u1_struct_0(k8_tmap_1(A,A));0.10969384677628038
5409;thm;k6_enumset1(A,A,A,A,A,A,A,A);0.10956758375940712
3556;thm;=(k1_funct_1(A,A),A);0.10952895291836733
4367;thm;=(A,k2_xboole_0(A,k4_xboole_0(A,A)));0.10951018817559532
8457;thm;=(u1_struct_0(k1_pre_topc(A,A)),A);0.10950734999999998
7044;thm;k3_zfmisc_1-k2_tarski;0.10938457200000004
5418;thm;k7_subset_1(u1_struct_0(A),A,k2_tops_1(A,A));0.10932930747663551
984;thm;=-k1_struct_0;0.10918106559139786
2086;thm;k1_tops_1(A,k2_pre_topc(A,A));0.10916
4562;thm;r1_tarski(k10_relat_1(A,k1_tarski(A)),k1_tarski(A));0.10915301818181818
3524;thm;v1_pre_topc(g1_pre_topc(u1_struct_0(A),u1_pre_topc(A)));0.10889747000000001
14008;prm;k2_pre_topc-V;0.10884620361118617
6561;thm;k9_relat_1(A,k1_relat_1(A));0.10882270101910817
17721;prm;k2_xboole_0-k2_xboole_0;0.10870025180924411
11315;prm;=(A,k10_relat_1(A,A));0.10859577480968857
18560;prm;r2_funct_2-V;0.10854791737068967
6685;thm;v3_tdlat_3;0.10840405690718234
4423;thm;=(k11_relat_1(A,A),k1_xboole_0);0.10837611634684687
15505;prm;k4_subset_1-u1_struct_0;0.10835374703488392
15591;prm;m1_subset_1(k1_yellow_0(A,A),u1_struct_0(A));0.10829491500000002
266;thm;k4_xboole_0(k1_tarski(A),k1_tarski(A));0.10827520388349522
6817;thm;r1_tarski-k2_zfmisc_1;0.10820241915254246
18116;prm;=(k7_relat_1(A,A),k1_xboole_0);0.10810839761290317
1373;thm;=(k2_pre_topc(A,A),A);0.10802225136094674
40;thm;k5_mcart_1-V;0.10799580958536578
2206;thm;k3_xboole_0(k1_relat_1(A),k1_relat_1(A));0.10789160662500001
11334;prm;k2_xboole_0(A,k3_xboole_0(A,A));0.10779048391156447
131;thm;k3_lattices(A,k7_lattices(A,A),k7_lattices(A,A));0.10774594672815527
14202;prm;r1_tarski(k10_relat_1(A,A),A);0.10770149898809527
14530;prm;r3_wellord1(A,A,A);0.10767159706457934
3778;thm;r1_tmap_1(A,A,k2_tmap_1(A,A,A,A),A);0.10766789981651384
6822;thm;r1_tarski(k2_relat_1(k8_relat_1(A,A)),k2_relat_1(A));0.1076108523809524
846;thm;k2_tsep_1;0.10759135157262752
3521;thm;=(k5_relat_1(k6_relat_1(A),A),A);0.10753788340336133
1042;thm;k2_relat_1-k7_relat_1;0.10734981049382715
